,Account,Month,Prorated_Consumption,Prorated_Charge
711,47121-MN10129,2017-07-01,49729.287356321845,4678.243149425288
712,47121-MN10129,2017-08-01,46458.29885057472,4572.777540229885
713,47121-MN10129,2017-09-01,40782.64738598443,4038.708954393771
714,47121-MN10129,2017-10-01,39057.35261401557,3489.4155283648497
715,47121-MN10129,2017-11-01,37987.50507099391,3096.7440162271805
716,47121-MN10129,2017-12-01,44047.529411764706,3447.9246274509806
717,47121-MN10129,2018-01-01,45936.0,3538.750666666667
718,47121-MN10129,2018-02-01,38806.89655172414,3044.083103448276
719,47121-MN10129,2018-03-01,40479.16405433647,3204.1326541274816
720,47121-MN10129,2018-04-01,38014.62904911181,3306.7956217345873
721,47121-MN10129,2018-05-01,42893.793103448275,4106.234137931035
722,47121-MN10129,2018-06-01,59913.396029258096,5633.227816091954
723,47121-MN10129,2018-07-01,76781.77638453501,7070.299425287356
724,47121-MN10129,2018-08-01,78566.10240334379,7100.732392894462
725,47121-MN10129,2018-09-01,67684.24242424243,6220.073062770563
726,47121-MN10129,2018-10-01,47828.0,4469.114452380953
727,47121-MN10129,2018-11-01,38443.42857142857,3410.648761904762
728,47121-MN10129,2018-12-01,16148.57142857143,1398.5485714285714
729,277107-MN10167,2016-10-01,6222.857142857143,794.34
730,277107-MN10167,2016-11-01,9257.142857142857,1124.20625
731,277107-MN10167,2016-12-01,8040.0,946.5507500000001
732,277107-MN10167,2017-01-01,9095.172413793103,1513.5027332758623
733,277107-MN10167,2017-02-01,8169.827586206897,1597.858149788654
734,277107-MN10167,2017-03-01,9403.387096774193,1800.3430846774195
735,277107-MN10167,2017-04-01,10013.094384707289,1968.2521595596518
736,277107-MN10167,2017-05-01,10105.615292712067,2097.725758827445
