,Account,Month,Prorated_Consumption,Prorated_Charge
142,Building_Code-B145-Account_ID-1330,2018-06-01,0.0,599.3548387096774
143,Building_Code-B145-Account_ID-1330,2018-07-01,0.0,600.0
144,Building_Code-B145-Account_ID-1330,2018-08-01,0.0,591.3451612903226
145,Building_Code-B145-Account_ID-1330,2018-09-01,885.9375,783.3446875
146,Building_Code-B145-Account_ID-1330,2018-10-01,27464.0625,14664.3853125
147,Building_Code-B145-Account_ID-1330,2018-11-01,95437.03225806452,48415.231612903226
148,Building_Code-B145-Account_ID-1330,2018-12-01,101696.7741935484,52033.657096774186
149,Building_Code-B145-Account_ID-1330,2019-01-01,117774.1935483871,70572.26129032258
150,Building_Code-B145-Account_ID-1327,2015-01-01,10371.185755895895,956.098871558771
151,Building_Code-B145-Account_ID-1327,2015-02-01,15867.420088320963,1450.049300009396
152,Building_Code-B145-Account_ID-1327,2015-03-01,16281.78652635535,1471.6823223010429
153,Building_Code-B145-Account_ID-1327,2015-04-01,14961.043690688715,1365.907766019919
154,Building_Code-B145-Account_ID-1327,2015-05-01,16489.855491872593,1540.6241470136868
155,Building_Code-B145-Account_ID-1327,2015-06-01,25199.147138964578,2139.500956981257
156,Building_Code-B145-Account_ID-1327,2015-07-01,29587.15204359673,2506.1210393856827
157,Building_Code-B145-Account_ID-1327,2015-08-01,28904.72704359673,2495.751175749319
158,Building_Code-B145-Account_ID-1327,2015-09-01,22660.59356753601,2020.7756539509537
159,Building_Code-B145-Account_ID-1327,2015-10-01,16980.54351825111,1542.473691878351
160,Building_Code-B145-Account_ID-1327,2015-11-01,15786.189408152564,1417.7119998908868
161,Building_Code-B145-Account_ID-1327,2015-12-01,16720.369598455665,1479.0899045894444
162,Building_Code-B145-Account_ID-1327,2016-01-01,17324.77184259882,1542.7220992427192
163,Building_Code-B145-Account_ID-1327,2016-02-01,16460.110837438424,1470.3027955665025
164,Building_Code-B145-Account_ID-1327,2016-03-01,16027.103448275862,1413.4416091954022
165,Building_Code-B145-Account_ID-1327,2016-04-01,15498.310344827587,1376.305287356322
166,Building_Code-B145-Account_ID-1327,2016-05-01,18458.889655172414,1705.5023793103448
167,Building_Code-B145-Account_ID-1327,2016-06-01,25226.163636363635,2126.8199090909093
168,Building_Code-B145-Account_ID-1327,2016-07-01,33969.99350649351,2774.83551948052
169,Building_Code-B145-Account_ID-1327,2016-08-01,31037.466386554624,2495.733571428572
170,Building_Code-B145-Account_ID-1327,2016-09-01,20912.762677484785,1750.3344827586207
171,Building_Code-B145-Account_ID-1327,2016-10-01,13737.620689655172,1251.247931034483
172,Building_Code-B145-Account_ID-1327,2016-11-01,10337.418103448275,976.0413362068965
173,Building_Code-B145-Account_ID-1327,2016-12-01,10781.600806451614,1013.8785080645162
