,Account,Month,Imputed_KWH,Imputed_Charges
982,Building_Code-B58 - Account_ID-1147,2016-09-01,726126.9206896552,42772.83297413793
983,Building_Code-B58 - Account_ID-1147,2016-10-01,709264.9706896552,43150.61103448276
984,Building_Code-B58 - Account_ID-1147,2016-11-01,666242.8473303671,40306.9978865406
985,Building_Code-B58 - Account_ID-1147,2016-12-01,695729.306744868,41639.25480938416
986,Building_Code-B58 - Account_ID-1147,2017-01-01,686432.4831168831,42021.93454545455
987,Building_Code-B58 - Account_ID-1147,2017-02-01,591175.7076354679,37247.91275862069
988,Building_Code-B58 - Account_ID-1147,2017-03-01,622814.7865203761,38409.063605015675
989,Building_Code-B58 - Account_ID-1147,2017-04-01,581894.1479623825,35895.82777429467
990,Building_Code-B58 - Account_ID-1147,2017-05-01,622908.9824353447,38431.88023706897
991,Building_Code-B58 - Account_ID-1147,2017-06-01,615484.9678427418,37400.609818548386
992,Building_Code-B58 - Account_ID-1147,2017-07-01,652319.7135150167,39623.32994438265
993,Building_Code-B58 - Account_ID-1147,2017-08-01,676427.9064263323,39577.730407523515
994,Building_Code-B58 - Account_ID-1147,2017-09-01,632848.862539185,36879.498213166145
995,Building_Code-B58 - Account_ID-1147,2017-10-01,654913.7019088669,39165.454027093605
996,Building_Code-B58 - Account_ID-1147,2017-11-01,626702.9946428572,38694.12321428572
997,Building_Code-B58 - Account_ID-1147,2017-12-01,667216.0323529412,40287.367647058825
998,Building_Code-B58 - Account_ID-1147,2018-01-01,690272.2730042017,40932.0337815126
999,Building_Code-B58 - Account_ID-1147,2018-02-01,614866.3252880184,36995.236635944704
1000,Building_Code-B58 - Account_ID-1147,2018-03-01,677068.0393548387,39726.68860215054
1001,Building_Code-B58 - Account_ID-1147,2018-04-01,634955.6317241379,37718.49195402299
1002,Building_Code-B58 - Account_ID-1147,2018-05-01,664889.2123383621,39103.23887931034
1003,Building_Code-B58 - Account_ID-1147,2018-06-01,690538.1665826613,39357.73120967742
1004,Building_Code-B58 - Account_ID-1147,2018-07-01,735353.6516129032,41609.147741935485
1005,Building_Code-B58 - Account_ID-1147,2018-08-01,665296.1641709278,37778.362205989775
1006,Building_Code-B58 - Account_ID-1147,2018-09-01,593089.581640261,34524.01095992544
1007,Building_Code-B58 - Account_ID-1147,2018-10-01,650329.0758620689,38641.81551724138
1008,Building_Code-B58 - Account_ID-1147,2018-11-01,634309.9215517242,36232.713793103445
1009,Building_Code-B58 - Account_ID-1147,2018-12-01,690229.775,39987.31
1010,Building_Code-B58 - Account_ID-1147,2019-01-01,703205.9375,42921.36000000001
1011,Building_Code-B15 - Account_ID-1039,2014-12-01,1196145.3333333333,75988.23333333332
1012,Building_Code-B15 - Account_ID-1039,2015-01-01,1202705.7931034483,77092.95517241379
1013,Building_Code-B15 - Account_ID-1039,2015-02-01,1123407.5172413792,75269.37931034483
1014,Building_Code-B15 - Account_ID-1039,2015-03-01,1202659.5334051724,72481.37176724139
1015,Building_Code-B15 - Account_ID-1039,2015-04-01,1096098.75625,67079.19375
1016,Building_Code-B15 - Account_ID-1039,2015-05-01,1180699.5379310346,81638.2275862069
1017,Building_Code-B15 - Account_ID-1039,2015-06-01,1199445.0808189656,121012.98491379309
1018,Building_Code-B15 - Account_ID-1039,2015-07-01,1245844.98125,101217.1875
1019,Building_Code-B15 - Account_ID-1039,2015-08-01,1243033.1125,79365.0
1020,Building_Code-B15 - Account_ID-1039,2015-09-01,1149425.4116379311,7172.379310344828
1021,Building_Code-B15 - Account_ID-1039,2015-10-01,1156326.827586207,73400.56551724138
1022,Building_Code-B15 - Account_ID-1039,2015-11-01,1084174.2718052738,65239.676348884386
1023,Building_Code-B15 - Account_ID-1039,2015-12-01,1091205.5635673625,58880.92914611006
1024,Building_Code-B15 - Account_ID-1039,2016-01-01,1154573.8542825363,64183.4086429366
1025,Building_Code-B15 - Account_ID-1039,2016-02-01,1111452.0711206896,60747.45572198276
1026,Building_Code-B15 - Account_ID-1039,2016-03-01,1168560.0668103448,65415.24186422413
1027,Building_Code-B15 - Account_ID-1039,2016-04-01,1149738.8275862068,65719.16068965518
1028,Building_Code-B15 - Account_ID-1039,2016-05-01,1205900.855603448,71362.8093211207
1029,Building_Code-B15 - Account_ID-1039,2016-06-01,1211909.7375,77762.6824375
1030,Building_Code-B15 - Account_ID-1039,2016-07-01,1277880.1333333333,96833.47366666666
1031,Building_Code-B15 - Account_ID-1039,2016-08-01,1269871.1916666667,84406.89764583335
1032,Building_Code-B15 - Account_ID-1039,2016-09-01,1196212.5646551724,76156.3945150862
1033,Building_Code-B15 - Account_ID-1039,2016-10-01,1170817.855799373,72131.31880877743
1034,Building_Code-B15 - Account_ID-1039,2016-11-01,1122357.4545454546,66100.98703030303
1035,Building_Code-B15 - Account_ID-1039,2016-12-01,1168152.9,72306.99133333334
1036,Building_Code-B15 - Account_ID-1039,2017-01-01,1159770.9387096774,69336.19477419354
1037,Building_Code-B15 - Account_ID-1039,2017-02-01,1038408.126807564,59812.01770856507
1038,Building_Code-B15 - Account_ID-1039,2017-03-01,1156389.0344827583,72559.66951724139
1039,Building_Code-B15 - Account_ID-1039,2017-04-01,1110913.6551724137,70188.55427586207
1040,Building_Code-B15 - Account_ID-1039,2017-05-01,1159747.751077586,73566.73297413794
1041,Building_Code-B15 - Account_ID-1039,2017-06-01,1121149.59375,70154.13275
1042,Building_Code-B15 - Account_ID-1039,2017-07-01,1191364.875,84304.37975
1043,Building_Code-B15 - Account_ID-1039,2017-08-01,1178395.525,78851.79425
1044,Building_Code-B15 - Account_ID-1039,2017-09-01,1118997.2896551723,71644.12717241379
1045,Building_Code-B15 - Account_ID-1039,2017-10-01,1151155.9665948276,70943.2410775862
1046,Building_Code-B15 - Account_ID-1039,2017-11-01,1105938.14375,66948.61375
1047,Building_Code-B15 - Account_ID-1039,2017-12-01,1140724.2000000002,72012.52333333335
1048,Building_Code-B15 - Account_ID-1039,2018-01-01,1166353.3870967743,96585.52989247312
1049,Building_Code-B15 - Account_ID-1039,2018-02-01,1007564.233592881,58314.930567297
1050,Building_Code-B15 - Account_ID-1039,2018-03-01,1075588.979310345,65323.87554022989
1051,Building_Code-B15 - Account_ID-1039,2018-04-01,1049387.3393939394,64692.83975757575
1052,Building_Code-B15 - Account_ID-1039,2018-05-01,1087759.0950888193,67741.76470219436
1053,Building_Code-B15 - Account_ID-1039,2018-06-01,1085330.5655172414,78425.41720689656
1054,Building_Code-B15 - Account_ID-1039,2018-07-01,1131596.025,79796.60775
1055,Building_Code-B15 - Account_ID-1039,2018-08-01,1129079.175,79937.72825
1056,Building_Code-B15 - Account_ID-1039,2018-09-01,1080032.1310344827,77906.1402413793
1057,Building_Code-B15 - Account_ID-1039,2018-10-01,1045320.0689655172,72898.95775862067
1058,Building_Code-B15 - Account_ID-1039,2018-11-01,989416.8,65975.668
1059,Building_Code-B15 - Account_ID-1039,2018-12-01,1038008.6193548386,72225.99087096775
1060,Building_Code-B15 - Account_ID-1039,2019-01-01,1044400.9999999999,63951.48000000001
1061,Building_Code-B52 - Account_ID-1130,2015-01-01,172032.99999999997,20233.63
1062,Building_Code-B52 - Account_ID-1130,2015-02-01,157900.27956989247,18851.78860215054
1063,Building_Code-B52 - Account_ID-1130,2015-03-01,180558.19540229885,21698.93298850575
1064,Building_Code-B52 - Account_ID-1130,2015-04-01,171919.2629310345,20462.149719827587
1065,Building_Code-B52 - Account_ID-1130,2015-05-01,178477.475,21179.572625
1066,Building_Code-B52 - Account_ID-1130,2015-06-01,179700.1,20913.816
1067,Building_Code-B52 - Account_ID-1130,2015-07-01,191867.97741935484,22316.514258064515
1068,Building_Code-B52 - Account_ID-1130,2015-08-01,198844.18924731182,23425.41240860215
1069,Building_Code-B52 - Account_ID-1130,2015-09-01,195119.44367816093,23393.541195402304
1070,Building_Code-B52 - Account_ID-1130,2015-10-01,192033.1896551724,22729.016637931032
1071,Building_Code-B52 - Account_ID-1130,2015-11-01,166727.7258064516,19126.962983870962
1072,Building_Code-B52 - Account_ID-1130,2015-12-01,158790.9616935484,18039.42514112903
1073,Building_Code-B52 - Account_ID-1130,2016-01-01,160909.7780172414,19181.603857758622
1074,Building_Code-B52 - Account_ID-1130,2016-02-01,157525.5344827586,18726.60051724138
1075,Building_Code-B52 - Account_ID-1130,2016-03-01,164567.0625,19027.705
1076,Building_Code-B52 - Account_ID-1130,2016-04-01,157602.2306034483,18751.977586206896
1077,Building_Code-B52 - Account_ID-1130,2016-05-01,165439.14022988506,19422.831747126434
1078,Building_Code-B52 - Account_ID-1130,2016-06-01,164068.50416666668,18788.001916666664
1079,Building_Code-B52 - Account_ID-1130,2016-07-01,175744.2176724138,20698.16047413793
1080,Building_Code-B52 - Account_ID-1130,2016-08-01,174118.8448275862,19707.874275862072
1081,Building_Code-B52 - Account_ID-1130,2016-09-01,164901.7068965517,19403.986413793104
1082,Building_Code-B52 - Account_ID-1130,2016-10-01,156002.3868534483,17952.253836206895
1083,Building_Code-B52 - Account_ID-1130,2016-11-01,134126.34173387097,15768.921169354839
1084,Building_Code-B52 - Account_ID-1130,2016-12-01,125841.93548387097,15028.697096774195
1085,Building_Code-B52 - Account_ID-1130,2017-01-01,129378.72903225805,16037.5948172043
1086,Building_Code-B52 - Account_ID-1130,2017-02-01,79648.8,11304.143666666667
1087,Building_Code-B52 - Account_ID-1130,2017-03-01,71899.37419354838,10051.171516129032
1088,Building_Code-B52 - Account_ID-1130,2017-04-01,72358.02580645162,9892.848483870968
1089,Building_Code-B52 - Account_ID-1130,2017-05-01,70825.33333333333,9713.871666666666
1090,Building_Code-B52 - Account_ID-1130,2017-06-01,64715.30416666667,9009.550958333333
1091,Building_Code-B52 - Account_ID-1130,2017-07-01,61867.528017241384,9161.288512931034
1092,Building_Code-B52 - Account_ID-1130,2017-08-01,38604.13448275862,6344.217862068965
1093,Building_Code-B52 - Account_ID-1130,2017-09-01,26490.383870967744,4552.446709677419
1094,Building_Code-B52 - Account_ID-1130,2017-10-01,25986.136818687428,4831.702669632925
1095,Building_Code-B52 - Account_ID-1130,2017-11-01,21602.47608453838,5223.415394883204
1096,Building_Code-B52 - Account_ID-1130,2017-12-01,16460.65322580645,3426.1107258064517
1097,Building_Code-B52 - Account_ID-1130,2018-01-01,15500.353448275862,3000.465948275862
1098,Building_Code-B52 - Account_ID-1130,2018-02-01,11332.763218390804,2630.013218390804
1099,Building_Code-B52 - Account_ID-1130,2018-03-01,9854.164583333333,1861.7605208333334
1100,Building_Code-B52 - Account_ID-1130,2018-04-01,8414.485991379312,1839.4352262931036
1101,Building_Code-B52 - Account_ID-1130,2018-05-01,8200.98275862069,1548.2572528735632
1102,Building_Code-B52 - Account_ID-1130,2018-06-01,7786.78125,1242.5140833333332
1103,Building_Code-B52 - Account_ID-1130,2018-07-01,8819.201508620688,2676.276594827586
1104,Building_Code-B52 - Account_ID-1130,2018-08-01,9020.51724137931,3533.6496551724135
1105,Building_Code-B52 - Account_ID-1130,2018-09-01,7554.74193548387,1578.2222580645162
1106,Building_Code-B52 - Account_ID-1130,2018-10-01,7707.84427141268,1271.682914349277
1107,Building_Code-B52 - Account_ID-1130,2018-11-01,8262.897664071192,1336.8674082313685
1108,Building_Code-B52 - Account_ID-1130,2018-12-01,8960.641129032258,1537.1399193548384
1109,Building_Code-B52 - Account_ID-1130,2019-01-01,8951.475,1619.6175
1110,Building_Code-B52 - Account_ID-1130,2019-02-01,8065.866666666668,1475.6466666666668
1111,Building_Code-B16 - Account_ID-1051,2014-12-01,1029586.53125,69272.33843749999
1112,Building_Code-B16 - Account_ID-1051,2015-01-01,1018655.0711206896,69119.60058189655
1113,Building_Code-B16 - Account_ID-1051,2015-02-01,898944.0800889878,62402.22024471635
1114,Building_Code-B16 - Account_ID-1051,2015-03-01,980235.7130144605,68150.57285873192
1115,Building_Code-B16 - Account_ID-1051,2015-04-01,883296.3103448276,62087.68965517242
1116,Building_Code-B16 - Account_ID-1051,2015-05-01,899303.1379310344,64497.93103448276
1117,Building_Code-B16 - Account_ID-1051,2015-06-01,874080.1333333333,65458.13333333333
1118,Building_Code-B16 - Account_ID-1051,2015-07-01,986737.7416666667,88851.77291666667
1119,Building_Code-B16 - Account_ID-1051,2015-08-01,1008657.4583333334,90494.02708333333
1120,Building_Code-B16 - Account_ID-1051,2015-09-01,966257.5287356323,85357.65287356322
1121,Building_Code-B16 - Account_ID-1051,2015-10-01,995299.7093596058,81851.19950738916
1122,Building_Code-B16 - Account_ID-1051,2015-11-01,958172.3035714285,74947.33928571429
1123,Building_Code-B16 - Account_ID-1051,2015-12-01,986579.15625,75537.9375
1124,Building_Code-B16 - Account_ID-1051,2016-01-01,994094.2268145161,76190.65362903225
1125,Building_Code-B16 - Account_ID-1051,2016-02-01,926018.2936596217,72084.96042269187
1126,Building_Code-B16 - Account_ID-1051,2016-03-01,997373.7816091955,77224.41011494253
1127,Building_Code-B16 - Account_ID-1051,2016-04-01,964975.0114942528,72240.82850574715
1128,Building_Code-B16 - Account_ID-1051,2016-05-01,971731.8316430022,75074.82129817444
1129,Building_Code-B16 - Account_ID-1051,2016-06-01,919645.340770791,72790.60904665315
1130,Building_Code-B16 - Account_ID-1051,2016-07-01,939612.1077586206,76869.59698275862
1131,Building_Code-B16 - Account_ID-1051,2016-08-01,920373.775,73939.3205
1132,Building_Code-B16 - Account_ID-1051,2016-09-01,899282.6344827586,71656.17113793104
1133,Building_Code-B16 - Account_ID-1051,2016-10-01,937384.9010011123,69584.88231368188
1134,Building_Code-B16 - Account_ID-1051,2016-11-01,914459.7311827957,68038.53021505376
1135,Building_Code-B16 - Account_ID-1051,2016-12-01,949237.7156862746,71859.91333333334
1136,Building_Code-B16 - Account_ID-1051,2017-01-01,931849.7605042018,70550.44571428571
1137,Building_Code-B16 - Account_ID-1051,2017-02-01,822920.9904761905,63910.763619047626
1138,Building_Code-B16 - Account_ID-1051,2017-03-01,894847.2459770115,68068.78756321839
1139,Building_Code-B16 - Account_ID-1051,2017-04-01,856135.7174638488,64720.84794215796
1140,Building_Code-B16 - Account_ID-1051,2017-05-01,872196.1612903225,65571.47129032259
1141,Building_Code-B16 - Account_ID-1051,2017-06-01,813518.0231854839,61818.98543346775
1142,Building_Code-B16 - Account_ID-1051,2017-07-01,814080.5854166667,62370.098437500004
1143,Building_Code-B16 - Account_ID-1051,2017-08-01,808110.0333333333,62298.483
1144,Building_Code-B16 - Account_ID-1051,2017-09-01,763609.8419354839,58320.615387096776
1145,Building_Code-B16 - Account_ID-1051,2017-10-01,745679.706340378,57219.26747497219
1146,Building_Code-B16 - Account_ID-1051,2017-11-01,668930.6896551724,54673.527586206896
1147,Building_Code-B16 - Account_ID-1051,2017-12-01,722703.8032454362,58150.36537525355
1148,Building_Code-B16 - Account_ID-1051,2018-01-01,757674.5760649088,59270.0460040568
1149,Building_Code-B16 - Account_ID-1051,2018-02-01,633952.7684729064,52465.47517241379
1150,Building_Code-B16 - Account_ID-1051,2018-03-01,647153.0476190476,52773.96666666666
1151,Building_Code-B16 - Account_ID-1051,2018-04-01,594630.6666666666,46415.36850574713
1152,Building_Code-B16 - Account_ID-1051,2018-05-01,578845.3870967742,46047.383859844274
1153,Building_Code-B16 - Account_ID-1051,2018-06-01,535030.064516129,42088.288064516135
1154,Building_Code-B16 - Account_ID-1051,2018-07-01,537511.3548387096,42530.11193548388
1155,Building_Code-B16 - Account_ID-1051,2018-08-01,545109.8142380423,43381.29717463848
1156,Building_Code-B16 - Account_ID-1051,2018-09-01,539397.1857619578,43468.31379310345
1157,Building_Code-B16 - Account_ID-1051,2018-10-01,542697.5268817205,44059.01666666666
1158,Building_Code-B16 - Account_ID-1051,2018-11-01,538034.735632184,45061.17195402299
1159,Building_Code-B16 - Account_ID-1051,2018-12-01,559496.8722109534,46611.11784989858
1160,Building_Code-B16 - Account_ID-1051,2019-01-01,588361.7647058823,46085.36588235293
1161,Building_Code-B88 - Account_ID-1220,2014-12-01,264129.3939393939,21658.6103030303
1162,Building_Code-B88 - Account_ID-1220,2015-01-01,273279.9393939394,22571.47103030303
1163,Building_Code-B88 - Account_ID-1220,2015-02-01,238959.46666666665,19703.021333333338
1164,Building_Code-B88 - Account_ID-1220,2015-03-01,255856.8559139785,20980.264215053765
1165,Building_Code-B88 - Account_ID-1220,2015-04-01,260917.81535038937,21539.596106785317
1166,Building_Code-B88 - Account_ID-1220,2015-05-01,266937.6120689655,22006.154719827588
1167,Building_Code-B88 - Account_ID-1220,2015-06-01,256319.71666666667,21158.131624999998
1168,Building_Code-B88 - Account_ID-1220,2015-07-01,279876.5333333333,23387.21
1169,Building_Code-B88 - Account_ID-1220,2015-08-01,250507.75,20262.04275
1170,Building_Code-B88 - Account_ID-1220,2015-09-01,229606.25,17780.87858333333
1171,Building_Code-B88 - Account_ID-1220,2015-10-01,267269.1724137931,20889.541287356322
1172,Building_Code-B88 - Account_ID-1220,2015-11-01,235387.5775862069,18847.706379310344
1173,Building_Code-B88 - Account_ID-1220,2015-12-01,249263.0564516129,20492.77112903226
1174,Building_Code-B88 - Account_ID-1220,2016-01-01,265528.0506912442,22422.6742281106
1175,Building_Code-B88 - Account_ID-1220,2016-02-01,222883.94930875575,18616.080933179728
1176,Building_Code-B88 - Account_ID-1220,2016-03-01,233877.8064516129,19316.77258064516
1177,Building_Code-B88 - Account_ID-1220,2016-04-01,249906.38709677418,21041.566129032257
1178,Building_Code-B88 - Account_ID-1220,2016-05-01,232916.9090909091,19670.671818181818
1179,Building_Code-B88 - Account_ID-1220,2016-06-01,238981.35757575757,18912.79818181818
1180,Building_Code-B88 - Account_ID-1220,2016-07-01,259278.51904761905,19705.168571428567
1181,Building_Code-B88 - Account_ID-1220,2016-08-01,232006.62605042016,17193.163193277313
1182,Building_Code-B88 - Account_ID-1220,2016-09-01,237715.6549019608,17758.84823529412
1183,Building_Code-B88 - Account_ID-1220,2016-10-01,238878.09462365595,17913.577741935485
1184,Building_Code-B88 - Account_ID-1220,2016-11-01,218862.57204301076,16434.954924731184
1185,Building_Code-B88 - Account_ID-1220,2016-12-01,228853.20416666666,17020.136708333335
1186,Building_Code-B88 - Account_ID-1220,2017-01-01,223775.44959677418,16681.215141129032
1187,Building_Code-B88 - Account_ID-1220,2017-02-01,203482.57586618877,15564.07770609319
1188,Building_Code-B88 - Account_ID-1220,2017-03-01,233209.82491582495,17569.16808080808
1189,Building_Code-B88 - Account_ID-1220,2017-04-01,220459.8328108673,16610.243490073146
1190,Building_Code-B88 - Account_ID-1220,2017-05-01,231541.77931034483,17577.21620689655
1191,Building_Code-B88 - Account_ID-1220,2017-06-01,233687.59999999998,17773.88
1192,Building_Code-B88 - Account_ID-1220,2017-07-01,246591.8620689655,18864.6324137931
1193,Building_Code-B88 - Account_ID-1220,2017-08-01,245079.68631813125,18626.05436040044
1194,Building_Code-B88 - Account_ID-1220,2017-09-01,206661.29032258067,15706.259999999998
1195,Building_Code-B88 - Account_ID-1220,2017-10-01,201641.61290322582,15433.29
1196,Building_Code-B88 - Account_ID-1220,2017-11-01,207811.5483870968,16107.553225806452
1197,Building_Code-B88 - Account_ID-1220,2017-12-01,227801.3333333333,17525.033333333333
1198,Building_Code-B88 - Account_ID-1220,2018-01-01,236450.4086021505,18100.16698924731
1199,Building_Code-B88 - Account_ID-1220,2018-02-01,178402.25806451612,13522.779677419356
1200,Building_Code-B88 - Account_ID-1220,2018-03-01,180546.75555555557,13700.889323232323
1201,Building_Code-B88 - Account_ID-1220,2018-04-01,191283.48045977013,14971.530954022988
1202,Building_Code-B88 - Account_ID-1220,2018-05-01,194435.08620689655,14968.671379310344
1203,Building_Code-B88 - Account_ID-1220,2018-06-01,200571.7,14053.837666666666
1204,Building_Code-B88 - Account_ID-1220,2018-07-01,213799.28275862068,14461.824402298851
1205,Building_Code-B88 - Account_ID-1220,2018-08-01,214915.5172413793,14307.968556034482
1206,Building_Code-B88 - Account_ID-1220,2018-09-01,187825.1724137931,12632.89385775862
1207,Building_Code-B88 - Account_ID-1220,2018-10-01,205599.1724137931,14133.142758620692
1208,Building_Code-B88 - Account_ID-1220,2018-11-01,180900.56426332289,12084.905182863116
1209,Building_Code-B88 - Account_ID-1220,2018-12-01,164065.81818181818,10828.340303030303
1210,Building_Code-B88 - Account_ID-1220,2019-01-01,157209.45454545453,10375.82212121212
1211,Building_Code-B184 - Account_ID-1455,2014-12-01,58936.470588235294,8492.468235294118
1212,Building_Code-B184 - Account_ID-1455,2015-01-01,60074.705882352944,9354.584227941177
1213,Building_Code-B184 - Account_ID-1455,2015-02-01,56611.379310344826,9983.335021551726
1214,Building_Code-B184 - Account_ID-1455,2015-03-01,62438.620689655174,10689.557931034484
1215,Building_Code-B184 - Account_ID-1455,2015-04-01,56308.96551724138,10181.036896551723
1216,Building_Code-B184 - Account_ID-1455,2015-05-01,52306.034482758616,9511.85890086207
1217,Building_Code-B184 - Account_ID-1455,2015-06-01,47001.0,8779.152375
1218,Building_Code-B184 - Account_ID-1455,2015-07-01,52599.1724137931,9523.100793103447
1219,Building_Code-B184 - Account_ID-1455,2015-08-01,52564.82758620689,9623.302456896552
1220,Building_Code-B184 - Account_ID-1455,2015-09-01,47313.793103448275,8550.333405172412
1221,Building_Code-B184 - Account_ID-1455,2015-10-01,53666.206896551725,9225.302344827585
1222,Building_Code-B184 - Account_ID-1455,2015-11-01,57060.0,9884.8305
1223,Building_Code-B184 - Account_ID-1455,2015-12-01,55120.0,9962.824375
1224,Building_Code-B184 - Account_ID-1455,2016-01-01,58520.0,10290.368125
1225,Building_Code-B184 - Account_ID-1455,2016-02-01,57829.65517241379,9741.087413793104
1226,Building_Code-B184 - Account_ID-1455,2016-03-01,57987.58620689655,10206.414137931035
1227,Building_Code-B184 - Account_ID-1455,2016-04-01,53765.51724137931,9057.962068965517
1228,Building_Code-B184 - Account_ID-1455,2016-05-01,50677.24137931035,8896.461379310345
1229,Building_Code-B184 - Account_ID-1455,2016-06-01,46946.66666666667,8523.536666666667
1230,Building_Code-B184 - Account_ID-1455,2016-07-01,51496.09195402299,9268.300574712643
1231,Building_Code-B184 - Account_ID-1455,2016-08-01,52422.24137931035,9287.35994612069
1232,Building_Code-B184 - Account_ID-1455,2016-09-01,45939.137931034486,8285.549709051724
1233,Building_Code-B184 - Account_ID-1455,2016-10-01,47107.86206896552,8215.713436781609
1234,Building_Code-B184 - Account_ID-1455,2016-11-01,46493.0,8206.693416666667
1235,Building_Code-B184 - Account_ID-1455,2016-12-01,46326.76470588235,8319.169191176472
1236,Building_Code-B184 - Account_ID-1455,2017-01-01,47340.23529411765,8409.82605882353
1237,Building_Code-B184 - Account_ID-1455,2017-02-01,46773.51724137931,8417.59824137931
1238,Building_Code-B184 - Account_ID-1455,2017-03-01,53354.48275862069,9082.85633004926
1239,Building_Code-B184 - Account_ID-1455,2017-04-01,50248.27586206897,8620.98366995074
1240,Building_Code-B184 - Account_ID-1455,2017-05-01,52806.724137931036,9374.49150862069
1241,Building_Code-B184 - Account_ID-1455,2017-06-01,53878.333333333336,9441.69725
1242,Building_Code-B184 - Account_ID-1455,2017-07-01,57844.597701149425,9801.72227586207
1243,Building_Code-B184 - Account_ID-1455,2017-08-01,54102.06896551724,9179.28547413793
1244,Building_Code-B184 - Account_ID-1455,2017-09-01,49853.793103448275,8386.371077586207
1245,Building_Code-B184 - Account_ID-1455,2017-10-01,54540.87356321839,8726.540505747127
1246,Building_Code-B184 - Account_ID-1455,2017-11-01,53025.33333333333,8703.759666666667
1247,Building_Code-B184 - Account_ID-1455,2017-12-01,56697.647058823524,9503.40411764706
1248,Building_Code-B184 - Account_ID-1455,2018-01-01,59855.686274509804,9557.894215686278
1249,Building_Code-B184 - Account_ID-1455,2018-02-01,53370.11494252873,8426.68183908046
1250,Building_Code-B184 - Account_ID-1455,2018-03-01,57241.379310344826,9122.158965517241
1251,Building_Code-B184 - Account_ID-1455,2018-04-01,58207.43047830924,8992.479733036707
1252,Building_Code-B184 - Account_ID-1455,2018-05-01,51943.74193548387,8285.71046236559
1253,Building_Code-B184 - Account_ID-1455,2018-06-01,48890.666666666664,8274.555333333334
1254,Building_Code-B184 - Account_ID-1455,2018-07-01,51790.10752688172,8922.740010752688
1255,Building_Code-B184 - Account_ID-1455,2018-08-01,52039.22580645161,8854.448322580645
1256,Building_Code-B184 - Account_ID-1455,2018-09-01,48930.206896551725,8223.669931034483
1257,Building_Code-B184 - Account_ID-1455,2018-10-01,52003.793103448275,8277.558943965516
1258,Building_Code-B184 - Account_ID-1455,2018-11-01,52950.0,8248.171875
1259,Building_Code-B184 - Account_ID-1455,2018-12-01,53392.94117647059,4197.764705882353
1260,Building_Code-B184 - Account_ID-1455,2019-01-01,54462.74509803922,4211.087058823529
1261,Building_Code-B184 - Account_ID-1455,2019-02-01,51221.33333333333,3828.832
1262,Building_Code-B152 - Account_ID-1371,2014-12-01,1378824.78125,103271.42374999999
1263,Building_Code-B152 - Account_ID-1371,2015-01-01,1384292.8717672417,105245.41943965518
1264,Building_Code-B152 - Account_ID-1371,2015-02-01,1282376.9655172415,107023.80275862069
1265,Building_Code-B152 - Account_ID-1371,2015-03-01,1406615.5689655172,117436.60373922413
1266,Building_Code-B152 - Account_ID-1371,2015-04-01,1349168.4,111526.1908125
1267,Building_Code-B152 - Account_ID-1371,2015-05-01,1341508.4103448277,114194.1168275862
1268,Building_Code-B152 - Account_ID-1371,2015-06-01,1305059.4775339602,111010.80365726227
1269,Building_Code-B152 - Account_ID-1371,2015-07-01,1360251.0052246605,108651.29737722047
1270,Building_Code-B152 - Account_ID-1371,2015-08-01,1367983.706896552,112137.34580459769
1271,Building_Code-B152 - Account_ID-1371,2015-09-01,1322331.71875,109878.11927083334
1272,Building_Code-B152 - Account_ID-1371,2015-10-01,1317345.4019396552,106758.4514762931
1273,Building_Code-B152 - Account_ID-1371,2015-11-01,1268301.8338557994,103178.61243469175
1274,Building_Code-B152 - Account_ID-1371,2015-12-01,1290753.9454545453,102799.92315151516
1275,Building_Code-B152 - Account_ID-1371,2016-01-01,1277499.5655172416,104871.20855172415
1276,Building_Code-B152 - Account_ID-1371,2016-02-01,1130089.2844827587,94145.00844827587
1277,Building_Code-B152 - Account_ID-1371,2016-03-01,1151551.2672413792,94477.60189655173
1278,Building_Code-B152 - Account_ID-1371,2016-04-01,1112494.0,91602.86965517241
1279,Building_Code-B152 - Account_ID-1371,2016-05-01,1138444.5736677116,94019.53253918495
1280,Building_Code-B152 - Account_ID-1371,2016-06-01,1108609.809090909,91922.85890909091
1281,Building_Code-B152 - Account_ID-1371,2016-07-01,1067303.7666666666,107071.28666666667
1282,Building_Code-B152 - Account_ID-1371,2016-08-01,1005326.9696969697,90233.01169696968
1283,Building_Code-B152 - Account_ID-1371,2016-09-01,925312.0064935065,80202.70649350648
1284,Building_Code-B152 - Account_ID-1371,2016-10-01,895994.7207792208,77754.00047619047
1285,Building_Code-B152 - Account_ID-1371,2016-11-01,858707.9811912227,64302.46528735632
1286,Building_Code-B152 - Account_ID-1371,2016-12-01,910151.0551724138,71709.71604597701
1287,Building_Code-B152 - Account_ID-1371,2017-01-01,893723.772413793,69258.15050574712
1288,Building_Code-B152 - Account_ID-1371,2017-02-01,792963.6662958843,61917.54095661846
1289,Building_Code-B152 - Account_ID-1371,2017-03-01,865537.294623656,66766.15653763441
1290,Building_Code-B152 - Account_ID-1371,2017-04-01,852436.2459770116,64821.22457471266
1291,Building_Code-B152 - Account_ID-1371,2017-05-01,813245.6206896552,67057.31821316615
1292,Building_Code-B152 - Account_ID-1371,2017-06-01,782123.3,62409.65254545455
1293,Building_Code-B152 - Account_ID-1371,2017-07-01,808263.075,62746.2795
1294,Building_Code-B152 - Account_ID-1371,2017-08-01,756640.225,59491.9335
