,Account,Month,Imputed_KWH,Imputed_Charges
3653,Building_Code-B100 - Account_ID-1237,2015-04-01,207.65172413793104,39.9098275862069
3654,Building_Code-B100 - Account_ID-1237,2015-05-01,283.1758620689655,46.39568965517241
3655,Building_Code-B100 - Account_ID-1237,2015-06-01,363.7553879310345,55.29962284482759
3656,Building_Code-B100 - Account_ID-1237,2015-07-01,390.41702586206895,57.736239224137925
3657,Building_Code-B100 - Account_ID-1237,2015-08-01,413.951724137931,61.88944827586207
3658,Building_Code-B100 - Account_ID-1237,2015-09-01,320.116129032258,50.37948387096774
3659,Building_Code-B100 - Account_ID-1237,2015-10-01,243.08387096774194,40.68851612903226
3660,Building_Code-B100 - Account_ID-1237,2015-11-01,160.2235294117647,31.250705882352943
3661,Building_Code-B100 - Account_ID-1237,2015-12-01,152.47647058823532,29.68029411764706
3662,Building_Code-B100 - Account_ID-1237,2016-01-01,139.7,29.51051724137931
3663,Building_Code-B100 - Account_ID-1237,2016-02-01,147.19354838709677,29.74738598442714
3664,Building_Code-B100 - Account_ID-1237,2016-03-01,175.32369299221358,33.41778642936596
3665,Building_Code-B100 - Account_ID-1237,2016-04-01,199.6551724137931,38.24137931034482
3666,Building_Code-B100 - Account_ID-1237,2016-05-01,268.4275862068966,46.051931034482756
3667,Building_Code-B100 - Account_ID-1237,2016-06-01,344.65,53.5685
3668,Building_Code-B100 - Account_ID-1237,2016-07-01,416.32575757575756,65.15840909090909
3669,Building_Code-B100 - Account_ID-1237,2016-08-01,378.22424242424245,66.49309090909091
3670,Building_Code-B100 - Account_ID-1237,2016-09-01,287.6516129032258,56.61277419354838
3671,Building_Code-B100 - Account_ID-1237,2016-10-01,201.23804226918799,46.75357063403782
3672,Building_Code-B100 - Account_ID-1237,2016-11-01,153.06034482758622,40.564655172413794
3673,Building_Code-B100 - Account_ID-1237,2016-12-01,123.25,35.2498275862069
3674,Building_Code-B100 - Account_ID-1237,2017-01-01,128.13793103448276,40.28206896551723
3675,Building_Code-B100 - Account_ID-1237,2017-02-01,136.08787541713014,38.20955506117908
3676,Building_Code-B100 - Account_ID-1237,2017-03-01,177.4638487208009,44.61423804226919
3677,Building_Code-B100 - Account_ID-1237,2017-04-01,200.6896551724138,49.22275862068966
3678,Building_Code-B100 - Account_ID-1237,2017-05-01,320.35402298850573,61.058551724137935
3679,Building_Code-B100 - Account_ID-1237,2017-06-01,441.51666666666665,67.94800000000001
3680,Building_Code-B100 - Account_ID-1237,2017-07-01,471.37068965517244,70.14103448275863
3681,Building_Code-B100 - Account_ID-1237,2017-08-01,434.5793103448276,67.89196551724137
3682,Building_Code-B100 - Account_ID-1237,2017-09-01,328.60645161290324,55.81990322580645
3683,Building_Code-B100 - Account_ID-1237,2017-10-01,207.02113459399334,45.13226918798665
3684,Building_Code-B100 - Account_ID-1237,2017-11-01,174.92241379310346,41.7473275862069
3685,Building_Code-B100 - Account_ID-1237,2017-12-01,123.225,32.247749999999996
3686,Building_Code-B112 - Account_ID-1259,2014-12-01,650295.205882353,106193.3994117647
3687,Building_Code-B112 - Account_ID-1259,2015-01-01,650686.3088235294,106617.11724264704
3688,Building_Code-B112 - Account_ID-1259,2015-02-01,587637.0357142857,97355.36758928571
3689,Building_Code-B112 - Account_ID-1259,2015-03-01,648458.0142857144,108896.74128571429
3690,Building_Code-B112 - Account_ID-1259,2015-04-01,632203.3764705883,105566.618
3691,Building_Code-B112 - Account_ID-1259,2015-05-01,657057.6511156186,109118.45379310346
3692,Building_Code-B112 - Account_ID-1259,2015-06-01,629269.7390804599,105465.9885402299
3693,Building_Code-B112 - Account_ID-1259,2015-07-01,635658.6833333333,110178.62266666666
3694,Building_Code-B112 - Account_ID-1259,2015-08-01,635852.198275862,119214.75534482759
3695,Building_Code-B112 - Account_ID-1259,2015-09-01,620341.1231527093,114034.97536945812
3696,Building_Code-B112 - Account_ID-1259,2015-10-01,625563.595238095,104520.40228571428
3697,Building_Code-B112 - Account_ID-1259,2015-11-01,608402.2204301076,101269.29264516129
3698,Building_Code-B112 - Account_ID-1259,2015-12-01,609984.6441532258,101546.34060483871
3699,Building_Code-B112 - Account_ID-1259,2016-01-01,555117.5171370967,92513.0845564516
3700,Building_Code-B112 - Account_ID-1259,2016-02-01,485075.4516129032,81297.92032258064
3701,Building_Code-B112 - Account_ID-1259,2016-03-01,547391.0,92806.07672811061
3702,Building_Code-B112 - Account_ID-1259,2016-04-01,557064.5454545454,94675.09956709956
3703,Building_Code-B112 - Account_ID-1259,2016-05-01,615174.357771261,98022.92370478984
3704,Building_Code-B112 - Account_ID-1259,2016-06-01,687668.3467741936,90766.42887096773
3705,Building_Code-B112 - Account_ID-1259,2016-07-01,761504.4642857143,88332.77785714285
3706,Building_Code-B112 - Account_ID-1259,2016-08-01,777628.078817734,86338.32128078818
3707,Building_Code-B112 - Account_ID-1259,2016-09-01,636919.5402298851,70625.24586206894
3708,Building_Code-B112 - Account_ID-1259,2016-10-01,339924.7311827957,38537.170645161284
3709,Building_Code-B112 - Account_ID-1259,2016-11-01,216017.79755283648,14613.70556173526
3710,Building_Code-B112 - Account_ID-1259,2016-12-01,167361.78498985802,12603.466146044626
3711,Building_Code-B112 - Account_ID-1259,2017-01-01,92381.87018255578,13025.068681541581
3712,Building_Code-B112 - Account_ID-1259,2017-02-01,67653.24137931035,9702.398620689655
3713,Building_Code-B112 - Account_ID-1259,2017-03-01,61730.574712643676,9083.047011494255
3714,Building_Code-B112 - Account_ID-1259,2017-04-01,63599.118279569884,9410.774623655914
3715,Building_Code-B112 - Account_ID-1259,2017-05-01,69093.21505376344,10438.905376344086
3716,Building_Code-B112 - Account_ID-1259,2017-06-01,59465.21568627451,9113.565098039217
3717,Building_Code-B112 - Account_ID-1259,2017-07-01,50328.117647058825,7299.473235294117
3718,Building_Code-B112 - Account_ID-1259,2017-08-01,53157.58620689655,7362.981896551724
3719,Building_Code-B112 - Account_ID-1259,2017-09-01,52433.06085192698,7663.491926977687
3720,Building_Code-B112 - Account_ID-1259,2017-10-01,54810.01960784313,8031.235250544662
3721,Building_Code-B112 - Account_ID-1259,2017-11-01,49696.845528455284,7437.915194218609
3722,Building_Code-B112 - Account_ID-1259,2017-12-01,41995.17073170732,6204.309756097561
3723,Building_Code-B90 - Account_ID-1222,2015-12-01,27676.8,2070.242
3724,Building_Code-B90 - Account_ID-1222,2016-01-01,26992.220689655172,2026.079517241379
3725,Building_Code-B90 - Account_ID-1222,2016-02-01,20357.379310344833,1571.8619827586208
3726,Building_Code-B90 - Account_ID-1222,2016-03-01,17969.793103448275,1388.7245689655172
3727,Building_Code-B90 - Account_ID-1222,2016-04-01,18028.137931034482,1437.8779310344826
3728,Building_Code-B90 - Account_ID-1222,2016-05-01,22466.068965517243,1769.49375
3729,Building_Code-B90 - Account_ID-1222,2016-06-01,25818.4,1970.9849166666668
3730,Building_Code-B90 - Account_ID-1222,2016-07-01,32699.806896551723,2241.900988505747
3731,Building_Code-B90 - Account_ID-1222,2016-08-01,34769.793103448275,2399.9684698275864
3732,Building_Code-B90 - Account_ID-1222,2016-09-01,27726.206896551725,1956.777047413793
3733,Building_Code-B90 - Account_ID-1222,2016-10-01,20640.0,1595.683448275862
3734,Building_Code-B90 - Account_ID-1222,2016-11-01,18184.7645320197,1422.1819507389162
3735,Building_Code-B90 - Account_ID-1222,2016-12-01,19201.82857142857,1501.5274285714283
3736,Building_Code-B90 - Account_ID-1222,2017-01-01,17598.55483870968,1442.110064516129
3737,Building_Code-B90 - Account_ID-1222,2017-02-01,14323.54171301446,1045.2515906562846
3738,Building_Code-B90 - Account_ID-1222,2017-03-01,17460.303448275863,1246.1410114942528
3739,Building_Code-B90 - Account_ID-1222,2017-04-01,18036.52413793103,1259.3941609195404
3740,Building_Code-B90 - Account_ID-1222,2017-05-01,21530.275862068964,1458.1870474137932
3741,Building_Code-B90 - Account_ID-1222,2017-06-01,22775.6,1456.0507916666663
3742,Building_Code-B90 - Account_ID-1222,2017-07-01,25969.434482758617,1638.0745747126439
3743,Building_Code-B90 - Account_ID-1222,2017-08-01,24871.96551724138,1597.5633836206898
3744,Building_Code-B90 - Account_ID-1222,2017-09-01,20668.44827586207,1390.0300646551723
3745,Building_Code-B90 - Account_ID-1222,2017-10-01,19856.55172413793,1404.6190073145247
3746,Building_Code-B90 - Account_ID-1222,2017-11-01,17240.774193548386,1233.0619159335288
3747,Building_Code-B90 - Account_ID-1222,2017-12-01,26171.225806451614,1872.7771370967741
3748,Building_Code-B90 - Account_ID-1222,2018-01-01,39289.24137931035,2586.5567672413795
3749,Building_Code-B90 - Account_ID-1222,2018-02-01,22060.137931034482,1637.2055172413795
3750,Building_Code-B90 - Account_ID-1222,2018-03-01,17779.420689655173,1352.1822988505746
3751,Building_Code-B90 - Account_ID-1222,2018-04-01,17891.2,1341.1991666666668
3752,Building_Code-B90 - Account_ID-1222,2018-05-01,22505.379310344826,1618.7171551724139
3753,Building_Code-B90 - Account_ID-1222,2018-06-01,26758.62068965517,1837.185011494253
3754,Building_Code-B90 - Account_ID-1222,2018-07-01,27184.516129032258,1788.7756559139784
3755,Building_Code-B90 - Account_ID-1222,2018-08-01,26479.483870967742,1740.9263440860216
3756,Building_Code-B90 - Account_ID-1222,2018-09-01,23906.206896551725,1609.7333333333336
3757,Building_Code-B90 - Account_ID-1222,2018-10-01,21088.702194357367,1499.4578787878786
3758,Building_Code-B90 - Account_ID-1222,2018-11-01,20118.897360703813,1429.485024437928
3759,Building_Code-B90 - Account_ID-1222,2018-12-01,22272.0,1539.5600000000002
3760,Building_Code-B104 - Account_ID-1243,2015-01-01,624062.0689655172,51481.73206896551
3761,Building_Code-B104 - Account_ID-1243,2015-02-01,548562.0689655172,45695.96806896552
3762,Building_Code-B104 - Account_ID-1243,2015-03-01,590235.7142857143,53153.969
3763,Building_Code-B104 - Account_ID-1243,2015-04-01,549392.4107142857,49652.07124999999
3764,Building_Code-B104 - Account_ID-1243,2015-05-01,567831.875,51734.69308333334
3765,Building_Code-B104 - Account_ID-1243,2015-06-01,570184.827586207,53146.60652873563
3766,Building_Code-B104 - Account_ID-1243,2015-07-01,602930.1724137932,54521.801637931036
3767,Building_Code-B104 - Account_ID-1243,2015-08-01,592125.0,54854.5025
3768,Building_Code-B104 - Account_ID-1243,2015-09-01,567900.0,50072.15
3769,Building_Code-B104 - Account_ID-1243,2015-10-01,536364.7058823529,48849.86529411765
3770,Building_Code-B104 - Account_ID-1243,2015-11-01,548470.5882352942,47458.42941176471
3771,Building_Code-B104 - Account_ID-1243,2015-12-01,557773.7967914438,48777.388930481284
3772,Building_Code-B104 - Account_ID-1243,2016-01-01,550628.8401253918,49386.98912225706
3773,Building_Code-B104 - Account_ID-1243,2016-02-01,519302.0689655172,46045.56824137931
3774,Building_Code-B104 - Account_ID-1243,2016-03-01,561824.5161290322,48983.36932258064
3775,Building_Code-B104 - Account_ID-1243,2016-04-01,548814.7942157954,48554.96312569521
3776,Building_Code-B104 - Account_ID-1243,2016-05-01,581530.6896551724,53505.21955172414
3777,Building_Code-B104 - Account_ID-1243,2016-06-01,593290.0,57374.737
3778,Building_Code-B104 - Account_ID-1243,2016-07-01,618450.0,59446.045625000006
3779,Building_Code-B104 - Account_ID-1243,2016-08-01,606070.0,60296.721041666664
3780,Building_Code-B104 - Account_ID-1243,2016-09-01,573418.7096774194,55172.243655913975
3781,Building_Code-B104 - Account_ID-1243,2016-10-01,586948.7903225807,54644.93311491935
3782,Building_Code-B104 - Account_ID-1243,2016-11-01,563625.0,50523.703125
3783,Building_Code-B104 - Account_ID-1243,2016-12-01,563969.3181818181,47823.65980113636
3784,Building_Code-B104 - Account_ID-1243,2017-01-01,566049.2163009405,49453.90673981191
3785,Building_Code-B104 - Account_ID-1243,2017-02-01,519203.3405172414,43853.72689655173
3786,Building_Code-B104 - Account_ID-1243,2017-03-01,569401.3392857143,50369.897142857146
3787,Building_Code-B104 - Account_ID-1243,2017-04-01,555726.3546798029,51123.419408867
3788,Building_Code-B104 - Account_ID-1243,2017-05-01,518337.9310344828,51995.38344827586
3789,Building_Code-B104 - Account_ID-1243,2017-06-01,299971.875,35566.8115625
3790,Building_Code-B104 - Account_ID-1243,2017-07-01,231628.125,26278.4384375
3791,Building_Code-B104 - Account_ID-1243,2017-08-01,218040.0,24910.20666666667
3792,Building_Code-B104 - Account_ID-1243,2017-09-01,205185.8064516129,23038.247526881718
3793,Building_Code-B104 - Account_ID-1243,2017-10-01,193774.1935483871,20762.48330645161
3794,Building_Code-B104 - Account_ID-1243,2017-11-01,117000.0,14664.1125
3795,Building_Code-B104 - Account_ID-1243,2017-12-01,109909.09090909091,12767.021212121213
3796,Building_Code-B104 - Account_ID-1243,2018-01-01,85990.90909090909,12102.758787878787
3797,Building_Code-B104 - Account_ID-1243,2018-02-01,69037.5,9801.023750000002
3798,Building_Code-B104 - Account_ID-1243,2018-03-01,75500.43103448275,10862.44521551724
3799,Building_Code-B104 - Account_ID-1243,2018-04-01,79067.06896551725,11144.401034482758
3800,Building_Code-B73 - Account_ID-1193,2014-12-01,212.72413793103445,47.782758620689656
3801,Building_Code-B73 - Account_ID-1193,2015-01-01,218.2471264367816,48.36752873563219
3802,Building_Code-B73 - Account_ID-1193,2015-02-01,218.51149425287355,45.44729885057472
3803,Building_Code-B73 - Account_ID-1193,2015-03-01,188.2801724137931,39.36322198275863
3804,Building_Code-B73 - Account_ID-1193,2015-04-01,122.375,28.625812500000002
3805,Building_Code-B73 - Account_ID-1193,2015-05-01,136.52380952380952,31.668190476190475
3806,Building_Code-B73 - Account_ID-1193,2015-06-01,281.42857142857144,52.02142857142857
3807,Building_Code-B73 - Account_ID-1193,2015-07-01,372.51428571428573,65.41538095238096
3808,Building_Code-B73 - Account_ID-1193,2015-08-01,388.2833333333333,66.86699999999999
3809,Building_Code-B73 - Account_ID-1193,2015-09-01,248.11666666666667,46.84066666666666
3810,Building_Code-B73 - Account_ID-1193,2015-10-01,167.5471264367816,36.35140229885057
3811,Building_Code-B73 - Account_ID-1193,2015-11-01,166.38620689655173,35.88193103448277
3812,Building_Code-B73 - Account_ID-1193,2015-12-01,157.6848484848485,34.177212121212115
3813,Building_Code-B73 - Account_ID-1193,2016-01-01,203.58181818181816,41.32012121212121
3814,Building_Code-B73 - Account_ID-1193,2016-02-01,184.20919540229886,37.891080459770116
3815,Building_Code-B73 - Account_ID-1193,2016-03-01,152.32413793103447,33.81558620689655
3816,Building_Code-B73 - Account_ID-1193,2016-04-01,145.9,31.919500000000003
3817,Building_Code-B73 - Account_ID-1193,2016-05-01,187.88709677419354,38.54411290322581
3818,Building_Code-B73 - Account_ID-1193,2016-06-01,439.36290322580646,73.60276209677419
3819,Building_Code-B73 - Account_ID-1193,2016-07-01,592.6293103448276,96.70493534482759
3820,Building_Code-B73 - Account_ID-1193,2016-08-01,587.5030425963489,95.80039553752536
3821,Building_Code-B73 - Account_ID-1193,2016-09-01,412.76050420168065,71.4031512605042
3822,Building_Code-B73 - Account_ID-1193,2016-10-01,198.92857142857144,41.747142857142855
3823,Building_Code-B73 - Account_ID-1193,2016-11-01,131.42857142857142,30.872
3824,Building_Code-B73 - Account_ID-1193,2016-12-01,142.66666666666669,31.817696969696968
3825,Building_Code-B73 - Account_ID-1193,2017-01-01,145.98850574712645,33.23685475444096
3826,Building_Code-B73 - Account_ID-1193,2017-02-01,106.91625615763549,26.9520197044335
3827,Building_Code-B73 - Account_ID-1193,2017-03-01,114.97695852534562,28.3778801843318
3828,Building_Code-B73 - Account_ID-1193,2017-04-01,99.09677419354838,25.46322580645161
3829,Building_Code-B73 - Account_ID-1193,2017-05-01,194.99999999999997,39.321935483870966
3830,Building_Code-B73 - Account_ID-1193,2017-06-01,307.66733870967744,54.4530745967742
3831,Building_Code-B73 - Account_ID-1193,2017-07-01,444.34267241379314,75.00393318965517
3832,Building_Code-B73 - Account_ID-1193,2017-08-01,344.69966629588436,61.06008898776418
3833,Building_Code-B73 - Account_ID-1193,2017-09-01,279.35483870967744,51.32645161290322
3834,Building_Code-B73 - Account_ID-1193,2017-10-01,150.2213570634038,33.89759733036707
3835,Building_Code-B73 - Account_ID-1193,2017-11-01,99.51724137931036,26.660689655172416
3836,Building_Code-B73 - Account_ID-1193,2017-12-01,175.2034482758621,40.12077011494253
3837,Building_Code-B151 - Account_ID-1365,2014-12-01,10880.0,1124.36
3838,Building_Code-B151 - Account_ID-1365,2015-01-01,11320.921658986175,1168.9435023041474
3839,Building_Code-B151 - Account_ID-1365,2015-02-01,16642.142857142855,1703.6840178571426
3840,Building_Code-B151 - Account_ID-1365,2015-03-01,27561.666666666668,2796.290125
3841,Building_Code-B151 - Account_ID-1365,2015-04-01,23332.043010752688,2372.688483870968
3842,Building_Code-B151 - Account_ID-1365,2015-05-01,16731.956989247312,1710.5878494623655
3843,Building_Code-B151 - Account_ID-1365,2015-06-01,34733.84946236559,3536.3969892473115
3844,Building_Code-B151 - Account_ID-1365,2015-07-01,24665.806451612905,3028.178064516129
3845,Building_Code-B151 - Account_ID-1365,2015-08-01,35189.67741935483,4313.633279569893
3846,Building_Code-B151 - Account_ID-1365,2015-09-01,38290.666666666664,4659.491666666666
3847,Building_Code-B151 - Account_ID-1365,2015-10-01,35394.49462365592,3587.369569892473
3848,Building_Code-B151 - Account_ID-1365,2015-11-01,21699.666295884315,2211.8891657397107
3849,Building_Code-B151 - Account_ID-1365,2015-12-01,22455.172413793098,2297.4679310344827
3850,Building_Code-B151 - Account_ID-1365,2016-01-01,16656.55172413793,1722.6237931034484
3851,Building_Code-B151 - Account_ID-1365,2016-02-01,19162.803114571747,1976.3136262513904
3852,Building_Code-B151 - Account_ID-1365,2016-03-01,24354.438264738597,2501.601546162403
3853,Building_Code-B151 - Account_ID-1365,2016-04-01,29376.206896551725,3022.1685344827583
3854,Building_Code-B151 - Account_ID-1365,2016-05-01,32410.0,3352.0275
3855,Building_Code-B151 - Account_ID-1365,2016-06-01,22787.586206896547,2838.6963793103446
3856,Building_Code-B151 - Account_ID-1365,2016-07-01,23070.595611285265,2883.2140752351097
3857,Building_Code-B151 - Account_ID-1365,2016-08-01,21965.818181818184,2750.780878787879
3858,Building_Code-B151 - Account_ID-1365,2016-09-01,17532.129032258064,2204.0923763440865
3859,Building_Code-B151 - Account_ID-1365,2016-10-01,18470.537634408603,1956.3326236559142
3860,Building_Code-B151 - Account_ID-1365,2016-11-01,17656.091954022988,1880.0910804597702
3861,Building_Code-B151 - Account_ID-1365,2016-12-01,19342.69592476489,2064.7566771159873
3862,Building_Code-B151 - Account_ID-1365,2017-01-01,14017.402597402599,1551.795551948052
3863,Building_Code-B151 - Account_ID-1365,2017-02-01,15746.820276497698,1748.7901958525347
3864,Building_Code-B151 - Account_ID-1365,2017-03-01,16941.75115207373,1885.6158755760368
3865,Building_Code-B151 - Account_ID-1365,2017-04-01,13906.07142857143,1559.3883482142855
3866,Building_Code-B151 - Account_ID-1365,2017-05-01,17918.629032258064,2021.2225504032258
3867,Building_Code-B151 - Account_ID-1365,2017-06-01,19852.90322580645,2598.0951612903227
3868,Building_Code-B151 - Account_ID-1365,2017-07-01,24033.548387096776,3166.0816129032264
3869,Building_Code-B151 - Account_ID-1365,2017-08-01,29373.971078976643,3863.274026696329
3870,Building_Code-B151 - Account_ID-1365,2017-09-01,14943.448275862069,1963.3825862068966
3871,Building_Code-B151 - Account_ID-1365,2017-10-01,16128.0,1822.76
3872,Building_Code-B151 - Account_ID-1365,2017-11-01,15833.290322580646,1782.415322580645
3873,Building_Code-B151 - Account_ID-1365,2017-12-01,16160.0,1822.8100000000002
3874,Building_Code-B130 - Account_ID-1284,2014-12-01,4049.633333333333,334.459
3875,Building_Code-B130 - Account_ID-1284,2015-01-01,4029.5827586206897,332.1498965517241
3876,Building_Code-B130 - Account_ID-1284,2015-02-01,3534.0978865406005,289.66149054505
3877,Building_Code-B130 - Account_ID-1284,2015-03-01,4056.4193548387093,354.7156129032258
3878,Building_Code-B130 - Account_ID-1284,2015-04-01,3951.7,347.887
3879,Building_Code-B130 - Account_ID-1284,2015-05-01,5272.88064516129,466.7460967741936
3880,Building_Code-B130 - Account_ID-1284,2015-06-01,5491.81935483871,642.4989032258064
3881,Building_Code-B130 - Account_ID-1284,2015-07-01,5750.772413793104,691.3977931034483
3882,Building_Code-B130 - Account_ID-1284,2015-08-01,5338.390086206897,651.6905818965517
3883,Building_Code-B130 - Account_ID-1284,2015-09-01,4471.747844827586,534.9094181034483
3884,Building_Code-B130 - Account_ID-1284,2015-10-01,3674.9477196885427,391.8613681868743
3885,Building_Code-B130 - Account_ID-1284,2015-11-01,2972.7419354838707,319.5351417399805
3886,Building_Code-B130 - Account_ID-1284,2015-12-01,2835.5,315.784696969697
3887,Building_Code-B130 - Account_ID-1284,2016-01-01,3059.5,338.3182258064516
3888,Building_Code-B130 - Account_ID-1284,2016-02-01,3352.4666666666667,360.08077419354834
3889,Building_Code-B130 - Account_ID-1284,2016-03-01,2644.4988505747124,299.5215172413793
3890,Building_Code-B130 - Account_ID-1284,2016-04-01,3222.5517241379316,356.92965517241373
3891,Building_Code-B130 - Account_ID-1284,2016-05-01,4105.17025862069,469.51482758620693
3892,Building_Code-B130 - Account_ID-1284,2016-06-01,4854.445833333333,600.0566666666667
3893,Building_Code-B130 - Account_ID-1284,2016-07-01,5052.866666666667,633.0052688172043
3894,Building_Code-B130 - Account_ID-1284,2016-08-01,5117.677419354839,629.6135483870968
3895,Building_Code-B130 - Account_ID-1284,2016-09-01,4407.150166852059,535.9858954393771
3896,Building_Code-B130 - Account_ID-1284,2016-10-01,3827.626959247649,422.2458934169279
3897,Building_Code-B130 - Account_ID-1284,2016-11-01,3346.7642045454545,359.51803977272726
3898,Building_Code-B130 - Account_ID-1284,2016-12-01,4483.914583333333,461.6406875
3899,Building_Code-B130 - Account_ID-1284,2017-01-01,4588.108045977012,476.6202068965517
3900,Building_Code-B130 - Account_ID-1284,2017-02-01,4056.551724137931,424.3896551724138
3901,Building_Code-B130 - Account_ID-1284,2017-03-01,3376.3793103448274,366.66344827586204
3902,Building_Code-B130 - Account_ID-1284,2017-04-01,2680.1724137931033,299.5965517241379
3903,Building_Code-B130 - Account_ID-1284,2017-05-01,3085.092672413793,340.31195043103446
3904,Building_Code-B130 - Account_ID-1284,2017-06-01,3694.395833333333,437.0355208333333
3905,Building_Code-B130 - Account_ID-1284,2017-07-01,3382.7291666666665,417.47729166666664
3906,Building_Code-B130 - Account_ID-1284,2017-08-01,2744.9202586206898,347.7397198275862
3907,Building_Code-B130 - Account_ID-1284,2017-09-01,2261.5172413793107,291.64565517241385
3908,Building_Code-B130 - Account_ID-1284,2017-10-01,1815.625,223.62025
3909,Building_Code-B130 - Account_ID-1284,2017-11-01,1065.0201612903227,143.71310483870968
3910,Building_Code-B130 - Account_ID-1284,2017-12-01,1120.0000000000002,147.99000000000004
3911,Building_Code-B51 - Account_ID-1129,2014-12-01,10906.999999999998,1371.7899999999997
3912,Building_Code-B51 - Account_ID-1129,2015-01-01,10734.032258064517,1342.1370967741937
3913,Building_Code-B51 - Account_ID-1129,2015-02-01,9362.811059907834,1148.7081566820277
3914,Building_Code-B51 - Account_ID-1129,2015-03-01,11594.350230414746,1427.1366820276498
3915,Building_Code-B51 - Account_ID-1129,2015-04-01,10669.135483870969,1260.5390322580645
3916,Building_Code-B51 - Account_ID-1129,2015-05-01,10540.832258064516,1450.2564516129032
3917,Building_Code-B51 - Account_ID-1129,2015-06-01,10832.967741935485,2110.887548387097
3918,Building_Code-B51 - Account_ID-1129,2015-07-01,12042.548387096775,2392.7527741935482
3919,Building_Code-B51 - Account_ID-1129,2015-08-01,11958.096774193547,2457.2167741935486
3920,Building_Code-B51 - Account_ID-1129,2015-09-01,11539.754838709678,2144.8084516129034
3921,Building_Code-B51 - Account_ID-1129,2015-10-01,12724.470967741936,1632.9183225806453
3922,Building_Code-B51 - Account_ID-1129,2015-11-01,10885.729032258065,1303.8776774193548
3923,Building_Code-B51 - Account_ID-1129,2015-12-01,10562.658064516128,1251.9023225806452
3924,Building_Code-B51 - Account_ID-1129,2016-01-01,9975.387096774193,1165.618387096774
3925,Building_Code-B51 - Account_ID-1129,2016-02-01,12974.699666295885,1486.5030144605116
3926,Building_Code-B51 - Account_ID-1129,2016-03-01,10022.42936596218,1092.578275862069
3927,Building_Code-B51 - Account_ID-1129,2016-04-01,8158.225806451612,905.7880000000001
3928,Building_Code-B51 - Account_ID-1129,2016-05-01,7613.612903225807,937.2274838709677
3929,Building_Code-B51 - Account_ID-1129,2016-06-01,9290.187096774192,1432.3445161290324
3930,Building_Code-B51 - Account_ID-1129,2016-07-01,9886.45806451613,1649.2764516129032
3931,Building_Code-B51 - Account_ID-1129,2016-08-01,9253.774193548388,1545.0316129032258
3932,Building_Code-B51 - Account_ID-1129,2016-09-01,8111.167741935485,1273.501935483871
3933,Building_Code-B51 - Account_ID-1129,2016-10-01,8395.21935483871,958.4806451612903
3934,Building_Code-B51 - Account_ID-1129,2016-11-01,7540.380645161291,807.8013548387097
3935,Building_Code-B51 - Account_ID-1129,2016-12-01,8466.974193548387,988.0441290322581
3936,Building_Code-B51 - Account_ID-1129,2017-01-01,7528.451612903225,926.0403225806451
3937,Building_Code-B51 - Account_ID-1129,2017-02-01,6977.345622119816,845.4806912442394
3938,Building_Code-B51 - Account_ID-1129,2017-03-01,9146.460829493088,1114.8318894009217
3939,Building_Code-B51 - Account_ID-1129,2017-04-01,7396.567741935484,864.3189677419354
3940,Building_Code-B51 - Account_ID-1129,2017-05-01,8230.367741935484,1062.9803870967742
3941,Building_Code-B51 - Account_ID-1129,2017-06-01,8254.632258064516,1404.1016129032257
3942,Building_Code-B51 - Account_ID-1129,2017-07-01,7409.0451612903225,1361.781612903226
3943,Building_Code-B51 - Account_ID-1129,2017-08-01,8034.129032258064,1448.2154838709678
3944,Building_Code-B51 - Account_ID-1129,2017-09-01,7720.625806451611,1291.9809032258063
3945,Building_Code-B51 - Account_ID-1129,2017-10-01,7924.309677419354,926.1378064516128
3946,Building_Code-B51 - Account_ID-1129,2017-11-01,7225.790322580645,851.3025268817205
3947,Building_Code-B51 - Account_ID-1129,2017-12-01,7029.25,897.5963888888888
3948,Building_Code-B83 - Account_ID-1209,2015-12-01,212217.14285714284,21433.842857142856
3949,Building_Code-B83 - Account_ID-1209,2016-01-01,214482.3645320197,22017.322463054188
3950,Building_Code-B83 - Account_ID-1209,2016-02-01,196882.75862068968,20826.596206896553
3951,Building_Code-B83 - Account_ID-1209,2016-03-01,196478.4482758621,20502.68713362069
3952,Building_Code-B83 - Account_ID-1209,2016-04-01,186473.275862069,19253.615625
3953,Building_Code-B83 - Account_ID-1209,2016-05-01,204685.0574712644,21660.826666666668
3954,Building_Code-B83 - Account_ID-1209,2016-06-01,217191.6666666667,22573.77645833333
3955,Building_Code-B83 - Account_ID-1209,2016-07-01,242537.06896551722,24693.738254310345
3956,Building_Code-B83 - Account_ID-1209,2016-08-01,257137.93103448272,25541.698620689654
3957,Building_Code-B83 - Account_ID-1209,2016-09-01,241077.4193548387,23097.055806451615
3958,Building_Code-B83 - Account_ID-1209,2016-10-01,236832.92547274748,23067.497986651833
3959,Building_Code-B83 - Account_ID-1209,2016-11-01,230650.94549499446,22889.878464961068
3960,Building_Code-B83 - Account_ID-1209,2016-12-01,245287.1945259042,23595.520772238513
3961,Building_Code-B83 - Account_ID-1209,2017-01-01,239399.7910135841,23022.296280041795
3962,Building_Code-B83 - Account_ID-1209,2017-02-01,202206.89655172412,20012.026896551724
3963,Building_Code-B83 - Account_ID-1209,2017-03-01,209907.3275862069,20613.966293103447
3964,Building_Code-B83 - Account_ID-1209,2017-04-01,204285.77586206896,20424.915431034482
