,Build_id,Total_Anomalies,Total_Count,Percentage
834,344.0 - BLD 01_8200623,3,99,3.0303030303030303
835,345.0 - BLD 01_8074665,1,102,0.9803921568627451
836,345.0 - BLD 02_8074670,1,103,0.9708737864077669
837,345.0 - BLD 03_7564319,1,101,0.9900990099009901
838,346.0 - BLD 01_8443716,2,99,2.0202020202020203
839,346.0 - BLD 02_8506872,1,61,1.639344262295082
840,346.0 - BLD 03_8298891,1,97,1.0309278350515463
841,347.0 - BLD 01_7821818,1,102,0.9803921568627451
842,348.0 - BLD 01_8559220,3,103,2.912621359223301
843,348.0 - BLD 03_8072875,3,103,2.912621359223301
844,35.0 - BLD 05_8008857,2,103,1.9417475728155338
845,351.0 - BLD 01_8558900,2,95,2.1052631578947367
846,351.0 - BLD 02_8002300,1,102,0.9803921568627451
847,351.0 - BLD 03_8558927,4,96,4.166666666666666
848,351.0 - BLD 04_7371966,3,99,3.0303030303030303
849,351.0 - BLD 06_8074788,3,99,3.0303030303030303
850,351.0 - BLD 07_8002301,4,90,4.444444444444445
851,352.0 - BLD 01_7707533,3,99,3.0303030303030303
852,352.0 - BLD 03_6414930,3,103,2.912621359223301
853,352.0 - BLD 03_7855286,2,103,1.9417475728155338
854,352.0 - BLD 04_7390699,3,101,2.9702970297029703
855,352.0 - BLD 05_6789690,2,101,1.9801980198019802
856,353.0 - BLD 01_5378902,1,94,1.0638297872340425
857,353.0 - BLD 01_6566083,3,98,3.061224489795918
858,353.0 - BLD 01_7382395,1,99,1.0101010101010102
859,353.0 - BLD 02_7838211,1,98,1.0204081632653061
860,354.0 - BLD 01_7707460,5,83,6.024096385542169
861,354.0 - BLD 02_7248220,2,75,2.666666666666667
862,354.0 - BLD 02_7754374,1,59,1.694915254237288
863,354.0 - BLD 02_7754375,3,103,2.912621359223301
864,354.0 - BLD 03_7864437,5,103,4.854368932038835
865,354.0 - BLD 05_7864435,1,102,0.9803921568627451
866,354.0 - BLD 06_7689728,2,94,2.127659574468085
867,354.0 - BLD 07_7864482,3,103,2.912621359223301
868,354.0 - BLD 08_7661513,1,93,1.0752688172043012
869,355.0 - BLD 01_7406192,1,100,1.0
870,355.0 - BLD 01_7906666,2,100,2.0
871,356.0 - BLD 01_6844157,4,95,4.2105263157894735
872,356.0 - BLD 02_7382284,4,98,4.081632653061225
873,356.0 - BLD 04_6766530,4,97,4.123711340206185
874,356.0 - BLD 05_7382287,1,100,1.0
875,357.0 - BLD 01_7821110,4,103,3.8834951456310676
876,357.0 - BLD 03_7864272,1,101,0.9900990099009901
877,357.0 - BLD 04_7449953,3,90,3.3333333333333335
878,358.0 - BLD 02_7972624,1,103,0.9708737864077669
879,359.0 - BLD 01_6498473,2,103,1.9417475728155338
880,360.0 - BLD 03_6626072,2,102,1.9607843137254901
881,360.0 - BLD 04_7821275,3,101,2.9702970297029703
882,362.0 - BLD 01_5651104,2,100,2.0
883,362.0 - BLD 02_5705166,3,95,3.1578947368421053
884,363.0 - BLD 01_7247458,1,101,0.9900990099009901
885,364.0 - BLD 01_6315677,1,103,0.9708737864077669
886,364.0 - BLD 02_8562414,1,56,1.7857142857142856
887,365.0 - BLD 03_8444065,3,102,2.941176470588235
888,365.0 - BLD 06_7907868,1,101,0.9900990099009901
889,365.0 - BLD 07_8002302,2,101,1.9801980198019802
890,366.0 - BLD 02_8444086,1,103,0.9708737864077669
891,366.0 - BLD 03_8558926,4,103,3.8834951456310676
892,366.0 - BLD 04_8074789,2,102,1.9607843137254901
893,366.0 - BLD 05_8072898,3,101,2.9702970297029703
894,367.0 - BLD 05_7245306,1,101,0.9900990099009901
895,367.0 - BLD 07_6540562,2,101,1.9801980198019802
896,367.0 - BLD 10_6565900,3,101,2.9702970297029703
897,367.0 - BLD 13_5706393,2,103,1.9417475728155338
898,368.0 - BLD 01_8444074,4,103,3.8834951456310676
899,368.0 - BLD 03_8712542,2,99,2.0202020202020203
900,368.0 - BLD 04_6621062,3,101,2.9702970297029703
901,368.0 - BLD 05_7663190,3,102,2.941176470588235
902,368.0 - BLD 06_5777987,2,100,2.0
903,368.0 - BLD 07_8072900,2,103,1.9417475728155338
904,369.0 - BLD 01_6249766,2,97,2.0618556701030926
905,369.0 - BLD 02_6249758,2,91,2.197802197802198
906,369.0 - BLD 03_8072571,2,103,1.9417475728155338
907,37.0 - BLD 02_8266790,2,69,2.898550724637681
908,37.0 - BLD 03_8266792,2,88,2.272727272727273
909,37.0 - BLD 04_8266797,3,69,4.3478260869565215
910,37.0 - BLD 05_8266791,2,89,2.247191011235955
911,37.0 - BLD 06_8266788,4,91,4.395604395604396
912,37.0 - BLD 07_8266785,2,69,2.898550724637681
913,37.0 - BLD 08_8266789,2,69,2.898550724637681
914,370.0 - BLD 02_7297380,4,98,4.081632653061225
915,370.0 - BLD 02_8382880,4,99,4.040404040404041
916,370.0 - BLD 03_6244352,3,96,3.125
917,370.0 - BLD 04_6244328,2,99,2.0202020202020203
918,371.0 - BLD 01_8544035,3,99,3.0303030303030303
919,371.0 - BLD 02_6319404,2,101,1.9801980198019802
920,371.0 - BLD 02_7161124,1,101,0.9900990099009901
921,371.0 - BLD 03_6504691,2,99,2.0202020202020203
922,377.0 - BLD 01_8924393,4,102,3.9215686274509802
923,377.0 - BLD 02_6036169,1,103,0.9708737864077669
924,377.0 - BLD 03_8769564,2,103,1.9417475728155338
925,377.0 - BLD 04_6528917,2,103,1.9417475728155338
926,377.0 - BLD 05_6707470,2,103,1.9417475728155338
927,377.0 - BLD 06_7890555,1,103,0.9708737864077669
928,377.0 - BLD 07_7356333,3,103,2.912621359223301
929,377.0 - BLD 09_7406139,1,102,0.9803921568627451
930,377.0 - BLD 10_8023048,2,103,1.9417475728155338
931,377.0 - BLD 11_5777838,2,103,1.9417475728155338
932,377.0 - BLD 12_7165648,3,102,2.941176470588235
933,377.0 - BLD 13_6034136,1,103,0.9708737864077669
934,377.0 - BLD 14_7356150,1,103,0.9708737864077669
935,377.0 - BLD 15_6728853,2,103,1.9417475728155338
936,377.0 - BLD 16_5646184,1,102,0.9803921568627451
937,377.0 - BLD 17_7372018,2,103,1.9417475728155338
938,377.0 - BLD 18_8096131,1,101,0.9900990099009901
939,377.0 - BLD 19_6882299,2,99,2.0202020202020203
940,377.0 - BLD 20_8404464,1,60,1.6666666666666667
941,377.0 - BLD 21_5932559,3,103,2.912621359223301
942,377.0 - BLD 22_7890509,2,103,1.9417475728155338
943,377.0 - BLD 23_6034130,2,102,1.9607843137254901
944,377.0 - BLD 24_7423404,2,103,1.9417475728155338
945,377.0 - BLD 25_7405987,2,103,1.9417475728155338
946,377.0 - BLD 26_7207900,2,95,2.1052631578947367
947,377.0 - BLD 27_7821988,2,93,2.1505376344086025
948,377.0 - BLD 28_7356331,3,102,2.941176470588235
949,377.0 - BLD 29_6539605,3,103,2.912621359223301
950,377.0 - BLD 30_5931752,3,102,2.941176470588235
951,377.0 - BLD 31_7356315,4,103,3.8834951456310676
952,377.0 - BLD 32_7707116,4,103,3.8834951456310676
953,377.0 - BLD 33_7837960,2,95,2.1052631578947367
954,377.0 - BLD 34_6029018,3,103,2.912621359223301
955,377.0 - BLD 37_7406138,4,103,3.8834951456310676
956,377.0 - BLD 44_6852237,4,103,3.8834951456310676
957,377.0 - BLD 45_7564288,5,103,4.854368932038835
958,377.0 - BLD 48 - Community Center_5705928,2,101,1.9801980198019802
959,377.0 - BLD 48 - Community Center_7706326,1,102,0.9803921568627451
960,38.0 - BLD 01_8266800,1,73,1.36986301369863
961,38.0 - BLD 02_8266813,2,73,2.73972602739726
962,38.0 - BLD 03_8266814,1,73,1.36986301369863
963,38.0 - BLD 05_8266806,1,73,1.36986301369863
964,38.0 - BLD 06_8266805,1,73,1.36986301369863
965,38.0 - BLD 07_8322045,1,73,1.36986301369863
966,38.0 - BLD 08_8661635,2,73,2.73972602739726
967,38.0 - BLD 09_8478444,1,73,1.36986301369863
968,38.0 - BLD 10_8266809,2,73,2.73972602739726
969,38.0 - BLD 11_8266808,1,73,1.36986301369863
970,38.0 - BLD 13_8266811,1,73,1.36986301369863
971,389.0 - BLD 40_7406150,2,103,1.9417475728155338
972,389.0 - BLD 41_5912442,2,102,1.9607843137254901
973,389.0 - BLD 42_5932522,1,103,0.9708737864077669
974,389.0 - BLD 43_7025285,5,103,4.854368932038835
975,39.0 - BLD 01_7929837,3,100,3.0
976,39.0 - BLD 02_7929786,2,99,2.0202020202020203
977,39.0 - BLD 03_7890053,2,100,2.0
978,39.0 - BLD 04_8094064,2,100,2.0
979,39.0 - BLD 04_8095282,1,98,1.0204081632653061
980,39.0 - BLD 05_8008964,3,99,3.0303030303030303
981,39.0 - BLD 06_7929839,1,98,1.0204081632653061
982,39.0 - BLD 07_7700760,3,100,3.0
983,39.0 - BLD 07_8008955,3,99,3.0303030303030303
984,39.0 - BLD 09_7890025,3,99,3.0303030303030303
985,39.0 - BLD 10_7890032,3,99,3.0303030303030303
986,39.0 - BLD 11_7860121,2,100,2.0
987,39.0 - BLD 12_7860131,2,101,1.9801980198019802
988,39.0 - BLD 14_7929835,4,99,4.040404040404041
989,39.0 - BLD 15_7860139,2,100,2.0
990,39.0 - BLD 15_7929828,2,98,2.0408163265306123
991,39.0 - BLD 16_7889937,4,103,3.8834951456310676
992,39.0 - BLD 17_7889893,2,102,1.9607843137254901
993,39.0 - BLD 18_8095572,4,102,3.9215686274509802
994,39.0 - BLD 19_8125345,2,103,1.9417475728155338
995,39.0 - BLD 20_8095571,4,103,3.8834951456310676
996,39.0 - BLD 21_8125346,3,102,2.941176470588235
997,39.0 - BLD 22_8095568,4,103,3.8834951456310676
998,39.0 - BLD 23_8095570,4,102,3.9215686274509802
999,398.0 - BLD 46_7390756,2,103,1.9417475728155338
1000,399.0 - BLD 47_6145129,2,103,1.9417475728155338
1001,4.0 - RED HOOK EAST BLD 14_6541124,2,53,3.7735849056603774
1002,40.0 - BLD 01_7889978,4,102,3.9215686274509802
1003,40.0 - BLD 02_8095576,1,102,0.9803921568627451
1004,40.0 - BLD 03_8095573,3,102,2.941176470588235
1005,40.0 - BLD 04_8095235,2,102,1.9607843137254901
1006,40.0 - BLD 05_8093972,2,102,1.9607843137254901
1007,40.0 - BLD 06_8093936,1,102,0.9803921568627451
1008,41.0 - BLD 01_8142948,3,64,4.6875
1009,41.0 - BLD 02_8142950,1,64,1.5625
1010,41.0 - BLD 03_8142947,1,64,1.5625
1011,41.0 - BLD 04_8142957,1,64,1.5625
1012,41.0 - BLD 05_8142949,2,64,3.125
1013,41.0 - BLD 06_8142951,1,64,1.5625
1014,41.0 - BLD 07_8142976,1,64,1.5625
1015,41.0 - BLD 08_8142941,1,64,1.5625
1016,42.0 - BLD 07_8008856,1,102,0.9803921568627451
1017,44.0 - BLD 15 - Community Center_8078327,2,99,2.0202020202020203
1018,45.0 - BLD 01_7859814,4,103,3.8834951456310676
1019,45.0 - BLD 02_7929773,3,103,2.912621359223301
1020,45.0 - BLD 03_7860101,2,103,1.9417475728155338
1021,45.0 - BLD 04_7890058,4,103,3.8834951456310676
1022,45.0 - BLD 06_7859944,3,103,2.912621359223301
1023,45.0 - BLD 06_7929778,3,103,2.912621359223301
1024,45.0 - BLD 07_7859876,2,103,1.9417475728155338
1025,47.0 - BLD 01_7860124,2,100,2.0
1026,47.0 - BLD 02_7929779,1,101,0.9900990099009901
1027,47.0 - BLD 03_7929577,3,101,2.9702970297029703
1028,47.0 - BLD 04_7890045,2,101,1.9801980198019802
1029,47.0 - BLD 05_7929706,2,101,1.9801980198019802
1030,47.0 - BLD 06_7930082,1,101,0.9900990099009901
1031,47.0 - BLD 07_7929578,2,101,1.9801980198019802
1032,47.0 - BLD 08_7890060,2,101,1.9801980198019802
1033,47.0 - BLD 09_7930083,2,101,1.9801980198019802
1034,47.0 - BLD 10_7929709,4,101,3.9603960396039604
1035,47.0 - BLD 11_7929788,3,101,2.9702970297029703
1036,47.0 - BLD 14_7929701,2,101,1.9801980198019802
1037,48.0 - BLD 01_8096926,2,78,2.564102564102564
1038,48.0 - BLD 01_8125734,2,78,2.564102564102564
1039,48.0 - BLD 02_8125735,2,78,2.564102564102564
1040,48.0 - BLD 03_8125718,2,78,2.564102564102564
1041,48.0 - BLD 04_8125744,1,78,1.282051282051282
1042,48.0 - BLD 06_8125736,2,78,2.564102564102564
1043,48.0 - BLD 07_8125715,4,78,5.128205128205128
1044,48.0 - BLD 10_8125739,1,78,1.282051282051282
1045,48.0 - BLD 11_8125728,1,78,1.282051282051282
1046,48.0 - BLD 12_8125743,4,78,5.128205128205128
1047,48.0 - BLD 13_8125722,2,79,2.5316455696202533
1048,48.0 - BLD 14_8125714,1,78,1.282051282051282
1049,48.0 - BLD 14_8125724,3,78,3.8461538461538463
1050,48.0 - BLD 15_8125742,1,78,1.282051282051282
1051,48.0 - BLD 16_8125729,3,78,3.8461538461538463
1052,48.0 - BLD 17_7834071,2,78,2.564102564102564
1053,48.0 - BLD 18_8125719,2,78,2.564102564102564
1054,48.0 - BLD 19_8125738,2,78,2.564102564102564
1055,48.0 - BLD 20_8096925,2,78,2.564102564102564
1056,48.0 - BLD 21_8125732,4,78,5.128205128205128
1057,48.0 - BLD 21_8125737,1,78,1.282051282051282
1058,48.0 - BLD 22_8125727,1,78,1.282051282051282
1059,48.0 - BLD 23_8125726,2,78,2.564102564102564
1060,48.0 - BLD 24_8125709,4,78,5.128205128205128
1061,48.0 - BLD 25_8125731,2,78,2.564102564102564
1062,48.0 - BLD 26_8125720,2,78,2.564102564102564
1063,48.0 - BLD 27_8125721,2,78,2.564102564102564
1064,48.0 - BLD 27_8125725,2,78,2.564102564102564
1065,48.0 - BLD 30_8125733,2,78,2.564102564102564
1066,48.0 - BLD 31_8125730,2,78,2.564102564102564
1067,49.0 - BLD 01_8095303,2,97,2.0618556701030926
1068,49.0 - BLD 02_8095304,2,97,2.0618556701030926
1069,49.0 - BLD 03_8095318,1,97,1.0309278350515463
1070,49.0 - BLD 04_8096592,2,83,2.4096385542168677
1071,49.0 - BLD 05_8093909,2,83,2.4096385542168677
1072,49.0 - BLD 06_8093910,3,97,3.0927835051546393
1073,49.0 - BLD 07_8093912,2,84,2.380952380952381
1074,49.0 - BLD 07_8093922,1,84,1.1904761904761905
1075,49.0 - BLD 08_8096395,5,97,5.154639175257731
1076,49.0 - BLD 09_8093911,2,96,2.083333333333333
1077,49.0 - BLD 10_8362683,1,63,1.5873015873015872
1078,5.0 - NA_7526742,1,56,1.7857142857142856
1079,5.0 - QUEENSBRIDGE SOUTH BLD 05_8093806,1,61,1.639344262295082
1080,5.0 - QUEENSBRIDGE SOUTH BLD 05_8093824,1,61,1.639344262295082
1081,5.0 - QUEENSBRIDGE SOUTH BLD 05_8125693,1,61,1.639344262295082
1082,5.0 - QUEENSBRIDGE SOUTH BLD 06_8093817,1,61,1.639344262295082
1083,5.0 - QUEENSBRIDGE SOUTH BLD 06_8093826,2,61,3.278688524590164
1084,5.0 - QUEENSBRIDGE SOUTH BLD 06_8093827,2,61,3.278688524590164
1085,5.0 - QUEENSBRIDGE SOUTH BLD 07_8093809,1,59,1.694915254237288
1086,5.0 - QUEENSBRIDGE SOUTH BLD 15_8093812,2,61,3.278688524590164
1087,5.0 - QUEENSBRIDGE SOUTH BLD 16_8093813,1,61,1.639344262295082
1088,5.0 - QUEENSBRIDGE SOUTH BLD 17_8125706,2,61,3.278688524590164
1089,5.0 - QUEENSBRIDGE SOUTH BLD 26_8093821,2,61,3.278688524590164
1090,50.0 - LEXINGTON BLD 01_8266716,2,54,3.7037037037037033
1091,50.0 - LEXINGTON BLD 02_8094991,2,51,3.9215686274509802
1092,50.0 - LEXINGTON BLD 03_8094988,2,51,3.9215686274509802
1093,502.0 - BLD 13_7837118,2,73,2.73972602739726
1094,502.0 - BLD 14_7821335,2,73,2.73972602739726
1095,502.0 - BLD 17_6370135,2,71,2.8169014084507045
1096,505.0 - QUEENSBRIDGE NORTH BLD 01_8093823,1,61,1.639344262295082
1097,505.0 - QUEENSBRIDGE NORTH BLD 01_8125698,1,61,1.639344262295082
1098,505.0 - QUEENSBRIDGE NORTH BLD 02_8125696,2,61,3.278688524590164
1099,505.0 - QUEENSBRIDGE NORTH BLD 03_8125694,2,61,3.278688524590164
1100,505.0 - QUEENSBRIDGE NORTH BLD 04_8093819,1,61,1.639344262295082
1101,505.0 - QUEENSBRIDGE NORTH BLD 09_8125705,1,61,1.639344262295082
1102,505.0 - QUEENSBRIDGE NORTH BLD 10_8125699,1,61,1.639344262295082
1103,505.0 - QUEENSBRIDGE NORTH BLD 11_8093816,1,61,1.639344262295082
1104,505.0 - QUEENSBRIDGE NORTH BLD 13_8093802,1,61,1.639344262295082
1105,505.0 - QUEENSBRIDGE NORTH BLD 19_8093803,2,61,3.278688524590164
1106,505.0 - QUEENSBRIDGE NORTH BLD 19_8093804,1,61,1.639344262295082
1107,505.0 - QUEENSBRIDGE NORTH BLD 19_8093814,1,61,1.639344262295082
1108,505.0 - QUEENSBRIDGE NORTH BLD 20_8125692,1,61,1.639344262295082
1109,505.0 - QUEENSBRIDGE NORTH BLD 21_8093820,2,63,3.1746031746031744
1110,505.0 - QUEENSBRIDGE NORTH BLD 21_8125691,1,61,1.639344262295082
1111,505.0 - QUEENSBRIDGE NORTH BLD 22_8125695,2,61,3.278688524590164
1112,505.0 - QUEENSBRIDGE NORTH BLD 27_8096414,3,61,4.918032786885246
1113,51.0 - BLD 01_99267717,2,101,1.9801980198019802
1114,51.0 - BLD 02 - Community Center_99822181,2,94,2.127659574468085
1115,51.0 - BLD 02_96737637,3,95,3.1578947368421053
1116,51.0 - BLD 03_99267716,2,98,2.0408163265306123
1117,51.0 - BLD 04_99267714,2,94,2.127659574468085
1118,51.0 - BLD 05_96747235,3,96,3.125
1119,51.0 - BLD 06_96747190,2,95,2.1052631578947367
1120,51.0 - BLD 07_96747169,1,95,1.0526315789473684
1121,514.0 - BLD 03_7545228,2,96,2.083333333333333
1122,514.0 - BLD 39 - Community Center_7210050,1,65,1.5384615384615385
1123,514.0 - WHITMAN BLD 01_8478528,3,89,3.3707865168539324
1124,514.0 - WHITMAN BLD 02_8661655,3,92,3.260869565217391
1125,514.0 - WHITMAN BLD 03_8478530,2,90,2.2222222222222223
1126,514.0 - WHITMAN BLD 04_8478499,2,90,2.2222222222222223
1127,514.0 - WHITMAN BLD 05_8478529,3,89,3.3707865168539324
1128,514.0 - WHITMAN BLD 06_8478527,2,90,2.2222222222222223
1129,514.0 - WHITMAN BLD 07_8478500,3,90,3.3333333333333335
1130,514.0 - WHITMAN BLD 08_8478525,2,90,2.2222222222222223
1131,514.0 - WHITMAN BLD 09_8478532,2,90,2.2222222222222223
1132,514.0 - WHITMAN BLD 10_8572283,3,88,3.4090909090909087
1133,514.0 - WHITMAN BLD 11_8478531,2,89,2.247191011235955
1134,514.0 - WHITMAN BLD 12_8572286,2,90,2.2222222222222223
1135,514.0 - WHITMAN BLD 13_8478504,2,91,2.197802197802198
1136,514.0 - WHITMAN BLD 14_8478498,3,90,3.3333333333333335
1137,514.0 - WHITMAN BLD 15_8478526,2,86,2.3255813953488373
1138,514.0 - WHITMAN BLD 37_7144190,3,64,4.6875
1139,514.0 - WHITMAN BLD 38_7930310,3,90,3.3333333333333335
1140,515.0 - BLD 04_6249681,3,102,2.941176470588235
1141,515.0 - BLD 04_6458091,3,103,2.912621359223301
1142,516.0 - BLD 01_6249905,2,101,1.9801980198019802
1143,516.0 - NA_6505090,1,102,0.9803921568627451
1144,516.0 - NA_6940027,3,101,2.9702970297029703
1145,517.0 - BLD 01_5649351,2,89,2.247191011235955
1146,518.0 - BLD 03_7391545,3,85,3.5294117647058822
1147,519.0 - BLD 01_6498538,3,89,3.3707865168539324
1148,519.0 - BLD 02_7821074,1,98,1.0204081632653061
1149,52.0 - BLD 01_8008858,1,103,0.9708737864077669
1150,520.0 - BLD 04_6370204,2,85,2.3529411764705883
1151,521.0 - BLD 06_7176981,2,96,2.083333333333333
1152,523.0 - BLD 02_6247827,3,103,2.912621359223301
1153,523.0 - BLD 03_7265340,5,100,5.0
1154,523.0 - BLD 04_8745700,1,103,0.9708737864077669
1155,523.0 - BLD 05_5786116,3,103,2.912621359223301
1156,523.0 - BLD 06_6145323,6,102,5.88235294117647
1157,523.0 - BLD 07_6314557,3,99,3.0303030303030303
1158,523.0 - BLD 08_6990892,3,99,3.0303030303030303
1159,524.0 - BLD 07_6763674,4,103,3.8834951456310676
1160,525.0 - BLD 08_6095763,3,102,2.941176470588235
1161,525.0 - BLD 08_7209364,3,103,2.912621359223301
1162,525.0 - BLD 09_6990373,3,103,2.912621359223301
1163,525.0 - BLD 10_7209362,2,103,1.9417475728155338
1164,526.0 - BLD 02_7275150,4,99,4.040404040404041
1165,53.0 - BLD 01_7929814,3,97,3.0927835051546393
1166,53.0 - BLD 02_7929791,3,97,3.0927835051546393
1167,53.0 - BLD 03_8478490,1,97,1.0309278350515463
1168,53.0 - BLD 04_7929985,2,96,2.083333333333333
1169,53.0 - BLD 07_7929982,4,97,4.123711340206185
1170,53.0 - BLD 09_7929987,1,97,1.0309278350515463
1171,53.0 - BLD 10_7929800,3,97,3.0927835051546393
1172,53.0 - BLD 11_7929888,2,97,2.0618556701030926
1173,53.0 - BLD 16_7929823,3,97,3.0927835051546393
1174,53.0 - BLD 17_7929892,3,97,3.0927835051546393
1175,53.0 - BLD 18_7929889,4,97,4.123711340206185
1176,53.0 - BLD 20_7929976,1,97,1.0309278350515463
1177,53.0 - BLD 22_8322223,1,97,1.0309278350515463
1178,53.0 - BLD 23_7929970,2,97,2.0618556701030926
1179,53.0 - BLD 24_7929808,2,97,2.0618556701030926
1180,53.0 - BLD 25_7929811,1,97,1.0309278350515463
1181,53.0 - BLD 26_7929804,2,97,2.0618556701030926
1182,53.0 - BLD 27_7929824,4,97,4.123711340206185
1183,53.0 - BLD 28_7929819,2,97,2.0618556701030926
1184,53.0 - BLD 29_7929986,2,97,2.0618556701030926
1185,53.0 - BLD 30_7929980,3,97,3.0927835051546393
1186,53.0 - BLD 31_7929803,3,97,3.0927835051546393
1187,53.0 - BLD 32_7929806,2,95,2.1052631578947367
1188,53.0 - BLD 33_7929993,2,97,2.0618556701030926
1189,53.0 - BLD 34_7929969,2,97,2.0618556701030926
1190,53.0 - BLD 35_7929992,3,97,3.0927835051546393
1191,531.0 - BLD 04_7030740,3,103,2.912621359223301
1192,531.0 - BLD 05_7403293,4,103,3.8834951456310676
1193,531.0 - BLD 06_6560246,2,103,1.9417475728155338
1194,54.0 - BLD 01_8125336,3,93,3.225806451612903
1195,54.0 - BLD 02_8125333,3,93,3.225806451612903
1196,54.0 - BLD 03_8125332,3,93,3.225806451612903
1197,54.0 - BLD 04_8125335,3,93,3.225806451612903
1198,54.0 - BLD 05_8125337,3,93,3.225806451612903
1199,547.0 - BLD 02_7821817,3,96,3.125
1200,547.0 - BLD 03_5922683,3,101,2.9702970297029703
1201,547.0 - BLD 04_7821819,3,101,2.9702970297029703
1202,55.0 - BLD 02_301197,2,103,1.9417475728155338
1203,559.0 - BLD 01_6842587,1,101,0.9900990099009901
1204,56.0 - BLD 01_8572100,2,85,2.3529411764705883
1205,56.0 - BLD 02_8572095,3,85,3.5294117647058822
1206,56.0 - BLD 03_8572093,2,85,2.3529411764705883
1207,56.0 - BLD 04_8572071,3,85,3.5294117647058822
1208,56.0 - BLD 05_8572099,3,85,3.5294117647058822
1209,56.0 - BLD 06_8572075,3,87,3.4482758620689653
1210,56.0 - BLD 07_8572098,2,85,2.3529411764705883
1211,56.0 - BLD 08_8572072,1,85,1.1764705882352942
1212,56.0 - BLD 09_8572069,2,85,2.3529411764705883
1213,56.0 - BLD 10_8572097,2,85,2.3529411764705883
1214,56.0 - BLD 11_8572074,3,85,3.5294117647058822
1215,56.0 - BLD 12_8572079,2,85,2.3529411764705883
1216,56.0 - BLD 13_8572103,4,85,4.705882352941177
1217,56.0 - BLD 14_8572076,1,85,1.1764705882352942
1218,56.0 - BLD 15_8572073,4,85,4.705882352941177
1219,56.0 - BLD 16_8572068,1,85,1.1764705882352942
1220,56.0 - BLD 17_8572091,5,85,5.88235294117647
1221,56.0 - BLD 18_8572092,1,66,1.5151515151515151
1222,56.0 - BLD 19_8572065,3,85,3.5294117647058822
1223,56.0 - BLD 20_8301112,3,86,3.488372093023256
1224,56.0 - BLD 21_8572066,2,85,2.3529411764705883
1225,56.0 - BLD 22_8572089,1,85,1.1764705882352942
1226,56.0 - BLD 23_8572096,2,85,2.3529411764705883
1227,56.0 - BLD 24_8572080,2,85,2.3529411764705883
1228,56.0 - BLD 25_8572090,3,85,3.5294117647058822
1229,56.0 - BLD 26_8572077,3,85,3.5294117647058822
1230,56.0 - BLD 27_8572067,2,85,2.3529411764705883
1231,56.0 - BLD 28_8572094,1,85,1.1764705882352942
1232,56.0 - BLD 29_8572078,2,85,2.3529411764705883
1233,56.0 - BLD 30_8572070,1,85,1.1764705882352942
1234,56.0 - BLD 32_8301113,3,79,3.79746835443038
1235,57.0 - BLD 01_7929617,2,85,2.3529411764705883
1236,57.0 - BLD 02_7929948,2,85,2.3529411764705883
1237,57.0 - BLD 03_8096629,3,84,3.571428571428571
1238,57.0 - BLD 04_7929949,1,85,1.1764705882352942
1239,57.0 - BLD 05_8322059,1,85,1.1764705882352942
1240,57.0 - BLD 06_7929950,2,70,2.857142857142857
1241,57.0 - BLD 07_7929947,1,70,1.4285714285714286
1242,57.0 - BLD 08_7929612,3,85,3.5294117647058822
1243,57.0 - BLD 10_7929934,4,85,4.705882352941177
1244,57.0 - BLD 11_8096634,3,84,3.571428571428571
1245,57.0 - BLD 12_7929592,1,85,1.1764705882352942
1246,57.0 - BLD 13_7929863,2,85,2.3529411764705883
1247,57.0 - BLD 14_7929640,3,84,3.571428571428571
1248,57.0 - BLD 15_7929923,1,85,1.1764705882352942
1249,57.0 - BLD 16_7929639,2,85,2.3529411764705883
1250,57.0 - BLD 17_7929632,2,85,2.3529411764705883
1251,57.0 - BLD 18_7929941,2,82,2.4390243902439024
1252,57.0 - BLD 19_7929582,2,85,2.3529411764705883
1253,57.0 - BLD 20_7929641,2,70,2.857142857142857
1254,57.0 - BLD 21_7929636,3,85,3.5294117647058822
1255,57.0 - BLD 22_7929575,1,70,1.4285714285714286
1256,57.0 - BLD 23_7929921,3,85,3.5294117647058822
1257,57.0 - BLD 25_7929607,5,84,5.952380952380952
1258,57.0 - BLD 26_7929876,2,85,2.3529411764705883
1259,57.0 - BLD 28_8362685,2,84,2.380952380952381
1260,57.0 - BLD 29_8096646,2,84,2.380952380952381
1261,57.0 - BLD 30_8096645,4,83,4.819277108433735
1262,57.0 - BLD 35_7929890,3,83,3.614457831325301
1263,57.0 - BLD 36_7929935,3,85,3.5294117647058822
1264,57.0 - BLD 37_7929924,1,85,1.1764705882352942
1265,57.0 - BLD 38_7929603,2,85,2.3529411764705883
1266,57.0 - BLD 39_7929938,1,85,1.1764705882352942
1267,57.0 - BLD 40_7929610,4,85,4.705882352941177
1268,57.0 - BLD 41_7929937,1,85,1.1764705882352942
1269,58.0 - CARVER BLD 01_8572102,2,51,3.9215686274509802
1270,58.0 - CARVER BLD 02_8094994,1,51,1.9607843137254901
1271,58.0 - CARVER BLD 05_8094992,2,51,3.9215686274509802
1272,58.0 - CARVER BLD 06_8266722,2,51,3.9215686274509802
1273,58.0 - CARVER BLD 07_8094993,2,51,3.9215686274509802
1274,58.0 - CARVER BLD 08_8094989,2,51,3.9215686274509802
1275,58.0 - CARVER BLD 09_8266704,2,51,3.9215686274509802
1276,58.0 - CARVER BLD 10_8266711,2,53,3.7735849056603774
1277,58.0 - CARVER BLD 11_8094996,2,54,3.7037037037037033
