,Build_id,Total_Anomalies,Total_Count,Percentage
1278,58.0 - CARVER BLD 12_8266723,2,51,3.9215686274509802
1279,58.0 - CARVER BLD 13_8266701,2,51,3.9215686274509802
1280,582.0 - DOUGLASS II BLD 13_8661722,3,71,4.225352112676056
1281,582.0 - DOUGLASS II BLD 14_8661721,3,71,4.225352112676056
1282,59.0 - BLD 01_8125755,2,74,2.7027027027027026
1283,59.0 - BLD 02_8125752,3,98,3.061224489795918
1284,59.0 - BLD 03_7929943,3,97,3.0927835051546393
1285,59.0 - BLD 04_8301041,4,97,4.123711340206185
1286,59.0 - BLD 05_8125756,4,94,4.25531914893617
1287,59.0 - BLD 06_8125757,5,96,5.208333333333334
1288,59.0 - BLD 07_7929588,5,98,5.1020408163265305
1289,59.0 - BLD 08_8301070,3,98,3.061224489795918
1290,59.0 - BLD 09_8301039,3,97,3.0927835051546393
1291,59.0 - BLD 10_8125747,5,96,5.208333333333334
1292,59.0 - BLD 11_8125748,2,74,2.7027027027027026
1293,59.0 - BLD 12_8125758,4,94,4.25531914893617
1294,59.0 - BLD 13_8301040,2,96,2.083333333333333
1295,59.0 - BLD 14_8301054,4,97,4.123711340206185
1296,59.0 - BLD 15_8096391,3,91,3.296703296703297
1297,6.0 - VLADECK BLD 01_8362640,4,96,4.166666666666666
1298,6.0 - VLADECK BLD 02_8362646,2,93,2.1505376344086025
1299,6.0 - VLADECK BLD 03_8362643,4,96,4.166666666666666
1300,6.0 - VLADECK BLD 04_8362645,2,96,2.083333333333333
1301,6.0 - VLADECK BLD 05_8362647,3,92,3.260869565217391
1302,6.0 - VLADECK BLD 06_8362644,2,96,2.083333333333333
1303,6.0 - VLADECK BLD 07_8362638,2,94,2.127659574468085
1304,6.0 - VLADECK BLD 08_8362675,2,95,2.1052631578947367
1305,6.0 - VLADECK BLD 09_8362674,3,93,3.225806451612903
1306,6.0 - VLADECK BLD 10_8362673,3,94,3.1914893617021276
1307,6.0 - VLADECK BLD 11_8362676,3,95,3.1578947368421053
1308,6.0 - VLADECK BLD 12_8095301,3,95,3.1578947368421053
1309,6.0 - VLADECK BLD 13_8362666,3,93,3.225806451612903
1310,6.0 - VLADECK BLD 14_8362677,3,94,3.1914893617021276
1311,6.0 - VLADECK BLD 15_8362667,3,93,3.225806451612903
1312,6.0 - VLADECK BLD 16_8362649,3,94,3.1914893617021276
1313,6.0 - VLADECK BLD 17_8362668,2,93,2.1505376344086025
1314,6.0 - VLADECK BLD 18_8362648,1,65,1.5384615384615385
1315,6.0 - VLADECK BLD 18_8362671,1,65,1.5384615384615385
1316,6.0 - VLADECK BLD 19_8362642,1,95,1.0526315789473684
1317,6.0 - VLADECK BLD 20_8362672,3,93,3.225806451612903
1318,60.0 - BARUCH BLD 01_7929545,2,88,2.272727272727273
1319,60.0 - BARUCH BLD 02_7929540,2,87,2.2988505747126435
1320,60.0 - BARUCH BLD 03_7929541,2,87,2.2988505747126435
1321,60.0 - BARUCH BLD 04_7929999,2,87,2.2988505747126435
1322,60.0 - BARUCH BLD 05_8142781,2,88,2.272727272727273
1323,60.0 - BARUCH BLD 06_7929539,2,87,2.2988505747126435
1324,60.0 - BARUCH BLD 07_8142793,1,87,1.1494252873563218
1325,60.0 - BARUCH BLD 07_8142999,2,87,2.2988505747126435
1326,60.0 - BARUCH BLD 08_8096617,2,88,2.272727272727273
1327,60.0 - BARUCH BLD 09_7929559,2,87,2.2988505747126435
1328,60.0 - BARUCH BLD 10_7929561,2,87,2.2988505747126435
1329,60.0 - BARUCH BLD 11_8142786,2,87,2.2988505747126435
1330,60.0 - BARUCH BLD 13_8142990,2,87,2.2988505747126435
1331,60.0 - BARUCH BLD 14_7929556,2,87,2.2988505747126435
1332,60.0 - BARUCH BLD 15_8142797,2,87,2.2988505747126435
1333,60.0 - BARUCH BLD 16_8142792,2,88,2.272727272727273
1334,60.0 - BARUCH BLD 17_7929553,2,88,2.272727272727273
1335,60.0 - BLD 12_8746982,3,99,3.0303030303030303
1336,60.0 - BLD 13_5648168,2,101,1.9801980198019802
1337,61.0 - BLD 24_7424238,6,101,5.9405940594059405
1338,61.0 - VAN DYKE I BLD 02_8322414,2,76,2.631578947368421
1339,61.0 - VAN DYKE I BLD 03_8322425,2,68,2.941176470588235
1340,61.0 - VAN DYKE I BLD 04_8322422,4,76,5.263157894736842
1341,61.0 - VAN DYKE I BLD 05_8322421,2,77,2.5974025974025974
1342,61.0 - VAN DYKE I BLD 06_8322423,1,76,1.3157894736842104
1343,61.0 - VAN DYKE I BLD 07_8322440,2,76,2.631578947368421
1344,61.0 - VAN DYKE I BLD 08_8322438,1,77,1.2987012987012987
1345,61.0 - VAN DYKE I BLD 09_8322416,3,75,4.0
1346,61.0 - VAN DYKE I BLD 10_8095217,2,78,2.564102564102564
1347,61.0 - VAN DYKE I BLD 11_8322430,1,74,1.3513513513513513
1348,61.0 - VAN DYKE I BLD 12_8322432,2,75,2.666666666666667
1349,61.0 - VAN DYKE I BLD 13_8322439,2,76,2.631578947368421
1350,61.0 - VAN DYKE I BLD 14_8322429,2,76,2.631578947368421
1351,61.0 - VAN DYKE I BLD 15_8322426,2,78,2.564102564102564
1352,61.0 - VAN DYKE I BLD 17_8322427,1,76,1.3157894736842104
1353,61.0 - VAN DYKE I BLD 18_8095206,2,74,2.7027027027027026
1354,61.0 - VAN DYKE I BLD 19_8095209,3,76,3.9473684210526314
1355,61.0 - VAN DYKE I BLD 20_8095210,2,77,2.5974025974025974
1356,61.0 - VAN DYKE I BLD 21_8095308,3,74,4.054054054054054
1357,61.0 - VAN DYKE I BLD 22_8095307,1,77,1.2987012987012987
1358,62.0 - WASHINGTON BLD 01_8094997,2,51,3.9215686274509802
1359,62.0 - WASHINGTON BLD 02_8661575,2,51,3.9215686274509802
1360,62.0 - WASHINGTON BLD 03_8266713,2,51,3.9215686274509802
1361,62.0 - WASHINGTON BLD 04_8094998,2,51,3.9215686274509802
1362,62.0 - WASHINGTON BLD 05_8095002,2,51,3.9215686274509802
1363,62.0 - WASHINGTON BLD 06_7833973,2,53,3.7735849056603774
1364,62.0 - WASHINGTON BLD 07_8095001,2,53,3.7735849056603774
1365,62.0 - WASHINGTON BLD 08_8094999,2,51,3.9215686274509802
1366,62.0 - WASHINGTON BLD 09_8266702,2,51,3.9215686274509802
1367,62.0 - WASHINGTON BLD 10_8094995,2,51,3.9215686274509802
1368,62.0 - WASHINGTON BLD 11_8095000,2,51,3.9215686274509802
1369,62.0 - WASHINGTON BLD 12_8266703,2,51,3.9215686274509802
1370,62.0 - WASHINGTON BLD 13_8266712,2,51,3.9215686274509802
1371,62.0 - WASHINGTON BLD 14_8266709,2,51,3.9215686274509802
1372,62.0 - WASHINGTON BLD 15_8266710,2,51,3.9215686274509802
1373,63.0 - BLD 01_8096643,2,86,2.3255813953488373
1374,63.0 - BLD 02_7929881,2,86,2.3255813953488373
1375,63.0 - BLD 03_7929956,1,86,1.1627906976744187
1376,63.0 - BLD 04_7929952,1,86,1.1627906976744187
1377,63.0 - BLD 05_8142994,1,86,1.1627906976744187
1378,63.0 - BLD 06_8142993,1,86,1.1627906976744187
1379,63.0 - BLD 07_8096618,1,86,1.1627906976744187
1380,63.0 - BLD 08_8096641,1,86,1.1627906976744187
1381,63.0 - BLD 09_7929879,1,86,1.1627906976744187
1382,63.0 - BLD 10_8096616,3,86,3.488372093023256
1383,63.0 - BLD 11_8125318,2,86,2.3255813953488373
1384,63.0 - BLD 12_8142996,1,86,1.1627906976744187
1385,63.0 - BLD 13_8142995,1,86,1.1627906976744187
1386,63.0 - BLD 14_8096579,1,85,1.1764705882352942
1387,63.0 - BLD 15_8096642,1,86,1.1627906976744187
1388,63.0 - BLD 16_7929629,1,57,1.7543859649122806
1389,63.0 - BLD 17_8142991,1,86,1.1627906976744187
1390,63.0 - BLD 18_7929604,1,86,1.1627906976744187
1391,63.0 - BLD 19_7929861,1,86,1.1627906976744187
1392,63.0 - BLD 20_8096639,1,86,1.1627906976744187
1393,63.0 - BLD 21_8142992,1,86,1.1627906976744187
1394,63.0 - BLD 23_7929872,3,85,3.5294117647058822
1395,63.0 - BLD 23_8096644,2,86,2.3255813953488373
1396,63.0 - BLD 24_8095305,3,85,3.5294117647058822
1397,63.0 - BLD 25_8095222,3,85,3.5294117647058822
1398,63.0 - BLD 26_7929868,3,85,3.5294117647058822
1399,63.0 - BLD 27_8096615,3,85,3.5294117647058822
1400,63.0 - BLD 28_7929953,1,85,1.1764705882352942
1401,63.0 - BLD 29_8095306,3,85,3.5294117647058822
1402,64.0 - BLD 14_7834916,2,100,2.0
1403,64.0 - JEFFERSON BLD 02_8093693,2,53,3.7735849056603774
1404,64.0 - JEFFERSON BLD 03_8093711,1,53,1.8867924528301887
1405,64.0 - JEFFERSON BLD 04_8093705,1,53,1.8867924528301887
1406,64.0 - JEFFERSON BLD 05_8093688,1,53,1.8867924528301887
1407,64.0 - JEFFERSON BLD 06_8093692,1,53,1.8867924528301887
1408,64.0 - JEFFERSON BLD 07_8093706,2,53,3.7735849056603774
1409,64.0 - JEFFERSON BLD 08_8093707,1,53,1.8867924528301887
1410,64.0 - JEFFERSON BLD 09_8093696,1,53,1.8867924528301887
1411,64.0 - JEFFERSON BLD 10_8093687,1,53,1.8867924528301887
1412,64.0 - JEFFERSON BLD 11_8093702,2,53,3.7735849056603774
1413,64.0 - JEFFERSON BLD 12_8093700,1,53,1.8867924528301887
1414,64.0 - JEFFERSON BLD 13_8093686,1,53,1.8867924528301887
1415,64.0 - JEFFERSON BLD 15_8093697,1,54,1.8518518518518516
1416,64.0 - JEFFERSON BLD 16_8093689,1,53,1.8867924528301887
1417,64.0 - JEFFERSON BLD 17_8093701,1,53,1.8867924528301887
1418,64.0 - JEFFERSON BLD 18_8093690,2,52,3.8461538461538463
1419,65.0 - BLD 01_7889951,4,103,3.8834951456310676
1420,65.0 - BLD 02_8095593,2,103,1.9417475728155338
1421,65.0 - BLD 03_7889966,2,103,1.9417475728155338
1422,65.0 - BLD 04_7889999,4,103,3.8834951456310676
1423,65.0 - BLD 09_7889954,3,101,2.9702970297029703
1424,65.0 - BLD 10_7890000,4,103,3.8834951456310676
1425,65.0 - BLD 11_7889980,1,103,0.9708737864077669
1426,65.0 - BLD 12_8095594,1,103,0.9708737864077669
1427,65.0 - BLD 13_8095586,5,102,4.901960784313726
1428,66.0 - NA_8095488,4,99,4.040404040404041
1429,66.0 - NA_8095490,3,99,3.0303030303030303
1430,66.0 - SOUTH JAMAICA II BLD 13_8095491,3,99,3.0303030303030303
1431,66.0 - SOUTH JAMAICA II BLD 14_8095484,3,99,3.0303030303030303
1432,66.0 - SOUTH JAMAICA II BLD 15_8095498,2,99,2.0202020202020203
1433,66.0 - SOUTH JAMAICA II BLD 16_8095502,2,99,2.0202020202020203
1434,66.0 - SOUTH JAMAICA II BLD 18_8095500,2,99,2.0202020202020203
1435,66.0 - SOUTH JAMAICA II BLD 19_8095486,2,99,2.0202020202020203
1436,66.0 - SOUTH JAMAICA II BLD 20_8095499,2,99,2.0202020202020203
1437,66.0 - SOUTH JAMAICA II BLD 21_8095508,2,99,2.0202020202020203
1438,66.0 - SOUTH JAMAICA II BLD 22_8095509,2,99,2.0202020202020203
1439,66.0 - SOUTH JAMAICA II BLD 23_8095495,2,99,2.0202020202020203
1440,66.0 - SOUTH JAMAICA II BLD 24_8095506,3,99,3.0303030303030303
1441,66.0 - SOUTH JAMAICA II BLD 25_8095510,3,99,3.0303030303030303
1442,66.0 - SOUTH JAMAICA II BLD 27_8095496,2,99,2.0202020202020203
1443,67.0 - BLD 01_8322417,2,64,3.125
1444,67.0 - BLD 01_8362723,1,64,1.5625
1445,67.0 - BLD 02_8322442,1,64,1.5625
1446,67.0 - BLD 02_8362703,1,64,1.5625
1447,67.0 - BLD 04_8322444,3,80,3.75
1448,67.0 - BLD 05_8322443,2,80,2.5
1449,67.0 - BLD 06_8322419,1,80,1.25
1450,67.0 - BLD 07_8362724,2,80,2.5
1451,67.0 - BLD 08_8362627,1,80,1.25
1452,67.0 - BLD 09_8322420,2,80,2.5
1453,67.0 - BLD 11_8362725,1,80,1.25
1454,67.0 - BLD 12_8362705,2,80,2.5
1455,67.0 - BLD 13_8362722,1,80,1.25
1456,67.0 - BLD 14_8322418,1,80,1.25
1457,67.0 - BLD 15_8362626,4,80,5.0
1458,67.0 - BLD 16_8362628,1,80,1.25
1459,67.0 - BLD 17_8362717,3,80,3.75
1460,67.0 - BLD 18_8362714,3,79,3.79746835443038
1461,67.0 - BLD 19_8362716,1,80,1.25
1462,67.0 - BLD 21_8362702,1,80,1.25
1463,67.0 - BLD 22_8362690,3,80,3.75
1464,67.0 - BLD 23_8362692,2,80,2.5
1465,67.0 - BLD 24_8362691,2,79,2.5316455696202533
1466,67.0 - BLD 25_8362693,3,80,3.75
1467,67.0 - BLD 26_8322441,1,80,1.25
1468,67.0 - BLD 27_8362704,1,75,1.3333333333333335
1469,67.0 - BLD 28_8362715,1,80,1.25
1470,67.0 - BLD 31 - Community Center_8350391,1,68,1.4705882352941175
1471,68.0 - BLD 01_8125375,2,88,2.272727272727273
1472,68.0 - BLD 02_8125387,4,88,4.545454545454546
1473,68.0 - BLD 03_8125315,4,88,4.545454545454546
1474,68.0 - BLD 04_8125369,4,86,4.651162790697675
1475,68.0 - BLD 05_8125314,2,88,2.272727272727273
1476,68.0 - BLD 06_8125381,2,89,2.247191011235955
1477,68.0 - BLD 07_8125312,3,88,3.4090909090909087
1478,68.0 - BLD 08_8125329,4,88,4.545454545454546
1479,68.0 - BLD 09_8125311,4,88,4.545454545454546
1480,68.0 - BLD 10_8125371,4,88,4.545454545454546
1481,68.0 - BLD 11_8125372,2,88,2.272727272727273
1482,68.0 - BLD 13_8125330,1,88,1.1363636363636365
1483,68.0 - BLD 14_8125367,2,88,2.272727272727273
1484,68.0 - BLD 15_8125328,3,88,3.4090909090909087
1485,69.0 - BLD 01_7833993,4,101,3.9603960396039604
1486,69.0 - BLD 02_7833949,4,101,3.9603960396039604
1487,69.0 - BLD 03_7833951,3,101,2.9702970297029703
1488,69.0 - BLD 04_7833955,3,101,2.9702970297029703
1489,69.0 - BLD 05_7833952,2,101,1.9801980198019802
1490,69.0 - BLD 06_7833956,2,101,1.9801980198019802
1491,69.0 - BLD 07_8009844,2,101,1.9801980198019802
1492,69.0 - BLD 08_7833957,3,101,2.9702970297029703
1493,69.0 - BLD 09_7833947,3,101,2.9702970297029703
1494,69.0 - BLD 10_8009845,1,101,0.9900990099009901
1495,69.0 - BLD 11_8009850,1,101,0.9900990099009901
1496,7.0 - VLADECK II BLD 21_8362670,3,93,3.225806451612903
1497,7.0 - VLADECK II BLD 22_8362639,2,88,2.272727272727273
1498,7.0 - VLADECK II BLD 23_8362669,3,93,3.225806451612903
1499,70.0 - BLD 02_8095178,2,56,3.571428571428571
1500,70.0 - BLD 03_8095175,1,56,1.7857142857142856
1501,70.0 - BLD 05_8095183,2,53,3.7735849056603774
1502,70.0 - BLD 06_8095185,1,56,1.7857142857142856
1503,70.0 - BLD 07_8095172,3,56,5.357142857142857
1504,70.0 - BLD 08_8095184,1,56,1.7857142857142856
1505,70.0 - BLD 09_8095181,1,56,1.7857142857142856
1506,70.0 - BLD 13_8095186,2,56,3.571428571428571
1507,70.0 - BLD 14_8095174,2,56,3.571428571428571
1508,71.0 - SOUNDVIEW BLD 01_8322410,1,64,1.5625
1509,71.0 - SOUNDVIEW BLD 02_8362641,1,64,1.5625
1510,71.0 - SOUNDVIEW BLD 03_8362601,1,64,1.5625
1511,71.0 - SOUNDVIEW BLD 04_8322341,1,64,1.5625
1512,71.0 - SOUNDVIEW BLD 05_8362636,2,64,3.125
1513,71.0 - SOUNDVIEW BLD 06_8362637,1,64,1.5625
1514,71.0 - SOUNDVIEW BLD 07_8362633,2,64,3.125
1515,71.0 - SOUNDVIEW BLD 09_8362599,1,64,1.5625
1516,71.0 - SOUNDVIEW BLD 11_8362631,2,64,3.125
1517,72.0 - BLD 01_7466814,3,95,3.1578947368421053
1518,72.0 - BLD 02_7250717,2,91,2.197802197802198
1519,72.0 - BLD 03_7693367,2,91,2.197802197802198
1520,72.0 - BLD 04_7382865,3,92,3.260869565217391
1521,72.0 - BLD 05_7372790,2,91,2.197802197802198
1522,72.0 - BLD 06_7284635,2,91,2.197802197802198
1523,72.0 - BLD 07_7284625,2,92,2.1739130434782608
1524,72.0 - BLD 09_7372650,3,94,3.1914893617021276
1525,72.0 - BLD 10_7284664,2,91,2.197802197802198
1526,73.0 - BLD 01 - Community Center_7424132,1,103,0.9708737864077669
1527,73.0 - BLD 02_8321869,3,85,3.5294117647058822
1528,73.0 - BLD 03_8321900,4,87,4.597701149425287
1529,73.0 - BLD 04_8322217,3,85,3.5294117647058822
1530,73.0 - BLD 05_8321970,2,88,2.272727272727273
1531,73.0 - BLD 07_7424148,2,88,2.272727272727273
1532,73.0 - BLD 08_8095164,7,88,7.954545454545454
1533,73.0 - BLD 10_8321872,3,83,3.614457831325301
1534,73.0 - BLD 12_8321888,4,88,4.545454545454546
1535,74.0 - BLD 01_8096718,3,69,4.3478260869565215
1536,74.0 - BLD 02_8096689,3,69,4.3478260869565215
1537,74.0 - BLD 03_8096710,3,69,4.3478260869565215
1538,74.0 - BLD 05_8096698,3,69,4.3478260869565215
1539,74.0 - BLD 06_8096706,3,69,4.3478260869565215
1540,74.0 - BLD 07_8096713,3,70,4.285714285714286
1541,74.0 - BLD 08_8266793,3,69,4.3478260869565215
1542,74.0 - BLD 09_8096707,2,69,2.898550724637681
1543,74.0 - BLD 10_8266786,3,69,4.3478260869565215
1544,74.0 - BLD 11_8096695,3,69,4.3478260869565215
1545,74.0 - BLD 12_8572086,3,69,4.3478260869565215
1546,74.0 - BLD 13_8266796,3,69,4.3478260869565215
1547,74.0 - BLD 14_8266795,3,69,4.3478260869565215
1548,74.0 - BLD 15_8096699,3,69,4.3478260869565215
1549,74.0 - BLD 16_8096697,3,70,4.285714285714286
1550,74.0 - BLD 17_8096702,3,69,4.3478260869565215
1551,74.0 - BLD 18_8096691,3,69,4.3478260869565215
1552,74.0 - BLD 18_8096716,3,69,4.3478260869565215
1553,74.0 - BLD 19_8096701,3,69,4.3478260869565215
1554,74.0 - BLD 20_8096711,3,69,4.3478260869565215
1555,74.0 - BLD 21_8096703,3,69,4.3478260869565215
1556,74.0 - BLD 22_8096687,3,69,4.3478260869565215
1557,75.0 - BLD 01_301226,2,85,2.3529411764705883
1558,75.0 - BLD 08_99268475,2,101,1.9801980198019802
1559,76.0 - BLD 02_8362661,3,93,3.225806451612903
1560,76.0 - BLD 03_8362658,2,95,2.1052631578947367
1561,76.0 - BLD 04_8322091,2,94,2.127659574468085
1562,76.0 - BLD 05_8362659,2,59,3.389830508474576
1563,76.0 - BLD 05_8362660,2,59,3.389830508474576
1564,76.0 - BLD 06_8322371,2,94,2.127659574468085
1565,76.0 - BLD 07_8322370,2,94,2.127659574468085
1566,76.0 - BLD 08_8322368,2,94,2.127659574468085
1567,76.0 - BLD 09_8362655,2,94,2.127659574468085
1568,77.0 - BLD 03_7383346,2,100,2.0
1569,77.0 - BLD 04_7383356,1,101,0.9900990099009901
1570,77.0 - BLD 05_5922312,1,99,1.0101010101010102
1571,77.0 - BLD 06_6654896,2,100,2.0
1572,77.0 - NA_7125034,1,52,1.9230769230769231
1573,78.0 - BLD 01_7929647,2,102,1.9607843137254901
1574,78.0 - BLD 02_7889940,4,102,3.9215686274509802
1575,78.0 - BLD 03_8010017,4,102,3.9215686274509802
1576,78.0 - BLD 05_7929658,4,102,3.9215686274509802
1577,78.0 - BLD 06_7929660,1,102,0.9803921568627451
1578,8.0 - SOUTH JAMAICA I BLD 01_8095489,1,99,1.0101010101010102
1579,8.0 - SOUTH JAMAICA I BLD 02_8095487,3,99,3.0303030303030303
1580,8.0 - SOUTH JAMAICA I BLD 03_8095492,3,99,3.0303030303030303
1581,8.0 - SOUTH JAMAICA I BLD 04_8095503,2,99,2.0202020202020203
1582,8.0 - SOUTH JAMAICA I BLD 05_8095501,1,99,1.0101010101010102
1583,8.0 - SOUTH JAMAICA I BLD 06_8095505,1,99,1.0101010101010102
1584,8.0 - SOUTH JAMAICA I BLD 07_8095507,2,99,2.0202020202020203
1585,8.0 - SOUTH JAMAICA I BLD 08_8095497,4,99,4.040404040404041
1586,8.0 - SOUTH JAMAICA I BLD 10_8095504,1,99,1.0101010101010102
1587,8.0 - SOUTH JAMAICA I BLD 11_8095485,3,99,3.0303030303030303
1588,80.0 - BLD 01_8350750,1,103,0.9708737864077669
1589,80.0 - BLD 02_8350751,2,103,1.9417475728155338
1590,80.0 - BLD 03_8350749,2,103,1.9417475728155338
1591,80.0 - BLD 04_8322192,3,103,2.912621359223301
1592,80.0 - BLD 05_8350748,1,102,0.9803921568627451
1593,80.0 - BLD 06_8350746,3,103,2.912621359223301
1594,80.0 - BLD 07_8350747,2,102,1.9607843137254901
1595,80.0 - BLD 08_8350752,3,103,2.912621359223301
1596,80.0 - BLD 09_8350181,4,103,3.8834951456310676
1597,80.0 - BLD 10_8349971,1,103,0.9708737864077669
1598,80.0 - BLD 11_8350753,1,101,0.9900990099009901
1599,80.0 - BLD 12_8350180,3,103,2.912621359223301
1600,80.0 - BLD 13_8350133,2,102,1.9607843137254901
1601,80.0 - BLD 14_8350179,2,102,1.9607843137254901
1602,81.0 - BLD 01_6251008,3,102,2.941176470588235
1603,81.0 - BLD 02_6251015,2,101,1.9801980198019802
1604,81.0 - BLD 03_8256039,2,72,2.7777777777777777
1605,81.0 - BLD 04_7976396,2,102,1.9607843137254901
1606,81.0 - BLD 05_7834091,3,81,3.7037037037037033
1607,81.0 - BLD 06_6432604,3,102,2.941176470588235
1608,82.0 - DOUGLASS I BLD 16_8322353,5,72,6.944444444444445
1609,82.0 - DOUGLASS I BLD 17_8322358,3,72,4.166666666666666
1610,83.0 - BLD 04_8300971,2,68,2.941176470588235
1611,83.0 - BLD 05_8300952,2,68,2.941176470588235
1612,83.0 - BLD 06_8300979,3,68,4.411764705882353
1613,83.0 - BLD 07_8300981,1,67,1.4925373134328357
1614,83.0 - BLD 08_8125373,1,67,1.4925373134328357
1615,83.0 - BLD 09_8267453,2,68,2.941176470588235
1616,83.0 - BLD 10_8300978,3,68,4.411764705882353
1617,83.0 - BLD 11_8300998,2,68,2.941176470588235
1618,83.0 - BLD 12_8267454,2,68,2.941176470588235
1619,83.0 - BLD 13_8300970,1,68,1.4705882352941175
1620,83.0 - BLD 14_8300968,1,68,1.4705882352941175
1621,83.0 - BLD 15_8300988,2,68,2.941176470588235
1622,83.0 - BLD 16_8300974,1,68,1.4705882352941175
1623,83.0 - BLD 17_8300992,1,68,1.4705882352941175
1624,83.0 - BLD 18_8300996,2,68,2.941176470588235
1625,83.0 - BLD 19_8267456,1,68,1.4705882352941175
1626,83.0 - BLD 20_8300995,2,70,2.857142857142857
1627,83.0 - BLD 21_8300972,2,68,2.941176470588235
1628,83.0 - BLD 22_8300973,2,70,2.857142857142857
1629,83.0 - BLD 23_8300967,2,68,2.941176470588235
1630,83.0 - BLD 24_8300991,2,68,2.941176470588235
1631,83.0 - BLD 25_8300980,2,68,2.941176470588235
1632,83.0 - BLD 26_8300993,1,68,1.4705882352941175
1633,83.0 - BLD 27_8300976,3,68,4.411764705882353
1634,83.0 - BLD 28_8300994,3,76,3.9473684210526314
1635,83.0 - BLD 29_8300975,2,68,2.941176470588235
1636,84.0 - BLD 01_8125779,2,85,2.3529411764705883
1637,84.0 - BLD 02_8125783,2,85,2.3529411764705883
1638,84.0 - BLD 03_8125767,1,86,1.1627906976744187
1639,84.0 - BLD 04_8125769,2,85,2.3529411764705883
1640,84.0 - BLD 05_8125770,3,85,3.5294117647058822
1641,84.0 - BLD 06_8096608,2,78,2.564102564102564
1642,84.0 - BLD 07_8125768,3,101,2.9702970297029703
1643,84.0 - BLD 08_8125771,1,86,1.1627906976744187
1644,84.0 - BLD 09_8125778,4,103,3.8834951456310676
1645,85.0 - ALBANY II BLD 08_5081862,2,58,3.4482758620689653
1646,86.0 - BLD 01_7141435,3,94,3.1914893617021276
1647,86.0 - BLD 02_7166147,2,97,2.0618556701030926
1648,86.0 - BLD 03_7161621,2,90,2.2222222222222223
1649,86.0 - BLD 04_7161630,1,90,1.1111111111111112
1650,86.0 - BLD 05_7141437,2,94,2.127659574468085
1651,86.0 - BLD 06_7161622,2,99,2.0202020202020203
1652,86.0 - BLD 07_7161620,2,86,2.3255813953488373
1653,86.0 - BLD 08_7161619,3,95,3.1578947368421053
1654,87.0 - BLD 01_8142958,1,63,1.5873015873015872
1655,87.0 - BLD 02_8142945,2,63,3.1746031746031744
1656,87.0 - BLD 03_8142943,1,63,1.5873015873015872
1657,87.0 - BLD 04_8142959,2,63,3.1746031746031744
1658,87.0 - BLD 07_8142973,1,63,1.5873015873015872
1659,87.0 - BLD 09_8142960,1,63,1.5873015873015872
1660,88.0 - BLD 01_8350351,1,68,1.4705882352941175
1661,88.0 - BLD 03_8350353,1,68,1.4705882352941175
1662,88.0 - BLD 04_8349970,1,69,1.4492753623188406
1663,88.0 - BLD 05_8350205,1,68,1.4705882352941175
1664,88.0 - BLD 06_8350352,1,68,1.4705882352941175
1665,88.0 - BLD 07_8350346,2,67,2.9850746268656714
1666,88.0 - BLD 08_8349973,2,93,2.1505376344086025
1667,88.0 - BLD 09_8350348,1,68,1.4705882352941175
1668,88.0 - BLD 10_8350350,2,68,2.941176470588235
1669,88.0 - BLD 11_8350347,4,102,3.9215686274509802
1670,88.0 - BLD 12_8350132,4,97,4.123711340206185
1671,89.0 - BLD 01_8231994,1,96,1.0416666666666665
1672,89.0 - BLD 02_8232066,2,68,2.941176470588235
1673,89.0 - BLD 03_8232047,4,97,4.123711340206185
1674,89.0 - BLD 04_8232045,2,96,2.083333333333333
1675,89.0 - BLD 05_8232057,2,95,2.1052631578947367
1676,89.0 - BLD 06_8232046,2,97,2.0618556701030926
1677,89.0 - BLD 07_7719184,2,100,2.0
1678,89.0 - BLD 08_7573701,2,102,1.9607843137254901
1679,89.0 - BLD 09_8232056,2,97,2.0618556701030926
1680,89.0 - BLD 11_8232067,2,97,2.0618556701030926
1681,89.0 - BLD 12_8232065,1,68,1.4705882352941175
1682,89.0 - BLD 14_6356892,2,100,2.0
1683,89.0 - BLD 15_6432246,3,102,2.941176470588235
1684,89.0 - BLD 16_7719133,4,102,3.9215686274509802
1685,89.0 - BLD 17_7271963,4,102,3.9215686274509802
1686,89.0 - BLD 18_7695016,3,96,3.125
1687,89.0 - BLD 19_7504980,3,100,3.0
1688,89.0 - BLD 20_5537192,1,100,1.0
1689,89.0 - BLD 21_7725428,1,102,0.9803921568627451
1690,89.0 - BLD 22_6598841,3,101,2.9702970297029703
1691,89.0 - BLD 23 - Community Center_7861436,5,101,4.9504950495049505
1692,9.0 - BLD 01_7929671,2,91,2.197802197802198
1693,9.0 - BLD 01_7930059,1,91,1.098901098901099
1694,9.0 - BLD 02_7929699,1,91,1.098901098901099
1695,9.0 - BLD 03_7929680,2,91,2.197802197802198
1696,9.0 - BLD 04_7929694,1,91,1.098901098901099
1697,9.0 - BLD 05_7930054,1,91,1.098901098901099
1698,9.0 - BLD 06_7929579,1,91,1.098901098901099
1699,9.0 - BLD 07_7930053,1,92,1.0869565217391304
1700,9.0 - BLD 08_7930046,2,91,2.197802197802198
1701,9.0 - BLD 09_8362678,1,55,1.8181818181818181
1702,9.0 - BLD 10_7930041,1,91,1.098901098901099
1703,91.0 - BLD 01_6147322,1,60,1.6666666666666667
1704,91.0 - BLD 03_7874338,3,102,2.941176470588235
1705,92.0 - BLD 16_7161509,1,53,1.8867924528301887
1706,92.0 - BLD 17_5178135,2,53,3.7735849056603774
