Build_id,Month,Predicted,Original,Upper_b,Lower_b,Anomaly
115506-MN10159,2015-12-01,69.32737571735515,84.22233763333331,155.24910911641857,-29.19798746176533,No
115506-MN10159,2016-01-01,94.68978810267873,76.88745833218391,190.08746677418864,0.5237194588372731,No
115506-MN10159,2016-02-01,62.69969012053575,43.95437278448276,167.79390116645655,-39.66531592876458,No
115506-MN10159,2016-03-01,40.6260375986122,60.51804790517242,132.52087417799342,-67.05502384194924,No
115506-MN10159,2016-04-01,56.96569819758872,49.876842344827594,158.29729667116413,-36.97817817988811,No
115506-MN10159,2016-05-01,60.919520021913925,39.407892499999996,164.24859577535514,-45.26351781891375,No
115506-MN10159,2016-06-01,62.95149033616794,31.963109999999997,154.75323101465327,-30.466726275414253,No
115506-MN10159,2016-07-01,49.830959895536495,31.087407000000002,145.0847523255798,-55.3845319353615,No
115506-MN10159,2016-08-01,52.921945950890276,31.758777566666666,160.5381743804192,-48.40567862889305,No
115506-MN10159,2016-09-01,53.46723833843653,38.0989153816092,147.71579442716305,-32.6435991157497,No
115506-MN10159,2016-10-01,27.88537627659163,46.214574344827575,110.54126612418118,-60.6917422044409,No
115506-MN10159,2016-11-01,83.92833276059731,110.83800839439655,171.53438896523,-14.347279063438469,No
115506-MN10159,2016-12-01,140.1698888320874,204.2757828125,232.88987069678646,46.30353530776949,No
115506-MN10159,2017-01-01,94.9828401585353,134.89288451612902,207.27286852048724,4.254301452893812,No
115506-MN10159,2017-02-01,38.41365082733806,47.72940920025515,145.74912507946252,-63.12012863010204,No
115506-MN10159,2017-03-01,45.26263173831325,38.241020946970586,130.11446244152913,-38.695246436535264,No
115506-MN10159,2017-04-01,39.67799069891086,33.06012758664524,120.83830514901135,-50.825698144400796,No
115506-MN10159,2017-05-01,36.66574692067484,32.171243016666665,120.94887067253923,-44.49411765115155,No
115506-MN10159,2017-06-01,28.210173492138885,30.694481285057478,108.42537437558404,-58.19099976167291,No
115506-MN10159,2017-07-01,24.151103119697332,29.48656964182425,106.52477194469469,-70.06479896345732,No
115506-MN10159,2017-08-01,33.80226172513432,28.26975208770161,120.02578721450196,-44.49730811108318,No
115506-MN10159,2017-09-01,32.39160793092537,29.34374923599139,114.22498450372956,-50.674403953768646,No
115506-MN10159,2017-10-01,36.51708381712852,32.846527063403784,118.48155963749586,-45.97130624953675,No
115506-MN10159,2017-11-01,57.85187926061157,35.67817261935485,143.0233277194577,-18.982395152702555,No
115506-MN10159,2017-12-01,88.03948309197875,34.11078046666667,169.48194931378634,10.37362549139935,No
115506-MN10159,2018-01-01,65.45983924263479,31.828686236559143,157.0549946804284,-18.796529233295104,No
115506-MN10159,2018-02-01,16.927008314665777,29.126149196774197,94.35604240633359,-72.42533101909369,No
115506-MN10159,2018-03-01,45.150640999332055,30.48847183103448,135.7233210156899,-56.44403739808375,No
115506-MN10159,2018-04-01,17.899455929443093,24.957045662715522,106.35662863830075,-79.73844498858712,No
115506-MN10159,2018-05-01,8.76507780789173,23.58483200625,94.87687356198136,-75.69383735369283,No
115506-MN10159,2018-06-01,-9.057123975591121,25.4131532,82.26050591704185,-101.43312657803469,No
115506-MN10159,2018-07-01,-2.899976139530299,24.459512103225805,99.45559785533766,-107.36790662425048,No
115506-MN10159,2018-08-01,14.21551724650644,25.546599709677416,114.81641208649177,-83.83888562457236,No
115506-MN10159,2018-09-01,11.832389858573826,27.44172100778643,102.28532473248906,-83.56318889850006,No
115506-MN10159,2018-10-01,45.60834352313903,31.252209816810346,141.37059216558907,-53.808888027080535,No
115506-MN10159,2018-11-01,32.07856812706716,25.59801325215517,127.49910470737665,-59.52629667465258,No
115506-MN10159,2018-12-01,37.43740451135487,4.054949310344829,124.89620621351538,-49.37171254314288,No
47068-MN10002,2015-12-01,494.6385768583365,872.1753333333332,1425.169736582153,-402.5307312322526,No
47068-MN10002,2016-01-01,971.5191464486632,813.3729425287358,1972.5491611358484,20.36050280244515,No
47068-MN10002,2016-02-01,549.5026136434254,359.68672413793104,1486.2332609098812,-482.46723574864774,No
47068-MN10002,2016-03-01,521.0970623881991,699.9501724137932,1442.6118746379145,-442.2572354038888,No
47068-MN10002,2016-04-01,416.88575558202183,500.0208275862069,1336.733832047973,-498.616510763226,No
47068-MN10002,2016-05-01,-1.6606497908751976,-263.352875,1024.1361770215854,-951.0162508602823,No
47068-MN10002,2016-06-01,-181.92153145472912,-330.50445833333333,768.8994781554386,-1106.7355261226894,No
47068-MN10002,2016-07-01,-32.657050902521576,-234.97616666666664,904.6533089005816,-1125.9358489448373,No
47068-MN10002,2016-08-01,-15.449195505494288,-165.1668333333334,1169.801838399749,-1083.8082077765482,No
47068-MN10002,2016-09-01,218.5269866502771,-43.594977011494265,1354.7310279290423,-709.6886972342752,No
47068-MN10002,2016-10-01,595.1986727597653,354.97689655172417,1599.2564370030163,-393.7443710355344,No
47068-MN10002,2016-11-01,531.7898978142186,490.2424137931035,1549.686391208283,-552.8433483925797,No
47068-MN10002,2016-12-01,953.8377034019793,1066.6383333333333,1968.869611513759,-10.69204498670665,No
47068-MN10002,2017-01-01,997.5309965483675,1128.8132795698925,1988.6924932475129,-61.660877563538456,No
47068-MN10002,2017-02-01,903.9671035291835,814.3009718029889,1826.5878865107704,-95.12677102687657,No
47068-MN10002,2017-03-01,733.9759422640475,641.7323861137736,1545.2792032308441,-76.73248490340298,No
47068-MN10002,2017-04-01,562.2175715674142,328.7425291800117,1392.664080653921,-309.59079824089434,No
47068-MN10002,2017-05-01,254.58640192971677,301.8118333333333,1109.2439640269413,-615.6056767547354,No
